Locality	Unit 	Sample_ID	Age	Reference	d18O	Reference	SiO2	Reference	Lithology	
Sierra Nevada - Central Sierra 	Dinkey Creek 	95-17 	102	46	7.32	46			Granodiorite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	96-5 	102	46	7.44	46			Granodiorite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	96-6 	102	46	7.42	46			Granodiorite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	96-7 	102	46	7.58	46			Granodiorite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	96-8 	102	46	7.49	46			Granodiorite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	96-9 	102	46	7.28	46			Granodiorite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	F8 	102	46	6.56	46			Granodiorite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	F9 	102	46	7.03	46			Granodiorite	
Sierra Nevada - Central Sierra 	Dinkey Creek 	F9.5 	102	46	7.43	46			Granodiorite	
Sierra Nevada - Central Sierra 	McKinley Grove 	96-2 	103	46	7.65	46			Granodiorite	
Sierra Nevada - Central Sierra 	McKinley Grove 	96-3 	103	46	7.59	46			Granodiorite	
Sierra Nevada - Central Sierra 	McKinley Grove 	96-4 	103	46	7.28	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-10 	90	46	6.64	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-11 	90	46	6.76	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-12 	90	46	7.2	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-13 	90	46	6.63	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-14 	90	46	6.49	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-15 	90	46	6.51	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-16 	90	46	6.68	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-17 	90	46	6.65	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	96-18 	90	46	7.07	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	F3 	90	46	6.25	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	F4 	90	46	6.65	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens 	F7f 	90	46	7.06	46			Granodiorite	
Sierra Nevada - Central Sierra 	Mount Givens (prob Kdc) 	F6 	90	46	7.36	46			Granodiorite	
Sierra Nevada - Central Sierra 	Red Lake/Big Creek G.D. 	95-9 	90	46	8.25	46			Granodiorite	
Sierra Nevada - Central Sierra 	Sheepthief Creek Granite 	95-18 	90	46	7.18	46			Granite	
Sierra Nevada - Central Sierra 	Shuteye Peak Pluton 	95-1 	102	46	6.75	46			Granodiorite	
Sierra Nevada - Central Sierra 	Shuteye Peak Pluton 	95-2 	102	46	7.58	46			Granodiorite	
Sierra Nevada - Central Sierra 	Shuteye Peak Pluton 	96-24 	102	46	7.08	46			Granodiorite	
Sierra Nevada - Central Sierra 	Shuteye Peak Pluton 	1S90 	102	46	6.64	46	71.87	46	Granodiorite	
Sierra Nevada - Central Sierra 	Whiskey Ridge Granodiorite 	96-19 	103	46	6.73	46			Granodiorite	
Sierra Nevada - Central Sierra 	Whiskey Ridge Granodiorite 	96-20 	103	46	6.73	46			Granodiorite	
Sierra Nevada - Central Sierra 	Whiskey Ridge Granodiorite 	96-21 	103	46	6.62	46			Granodiorite	
Sierra Nevada - Central Sierra 	Yucca Mountain Pluton 	89KK1a 	162	45	5.81	45			Quartz diorite	
Sierra Nevada - Central Sierra 	unnamed 	89KK2 	105	45	7.21	45			Rhyolite	
Sierra Nevada - Central Sierra 	unnamed 	89KK4 	105	45	7.34	45			Rhyolite	
Sierra Nevada - Central Sierra 	Big Baldy Pluton 	89KK5 	115	45	5.7	45			Tonalite	
Sierra Nevada - Central Sierra 	Boyden Cave Pendant 	82CNK107A 	102	45	5.55	45			Dacite	
Sierra Nevada - Central Sierra 	Boyden Cave Pendant 	82CNK108A 	103	45	7.41	45			Granite	
Sierra Nevada - Central Sierra 	Boyden Cave Pendant 	82JB1 	105	45	7.74	45			Dacite	
Sierra Nevada - Central Sierra 	Boyden Cave Pendant 	82JB2 	102	45	7.38	45			Granodiorite	
Sierra Nevada - Central Sierra 	Boyden Cave Pendant 	82JB 004 	106	45	7.32	45			Rhyolite	
Sierra Nevada - Southern Sierra 	Lake Isabella 	IS 1450 	85	45	8.21	45			Granite	
Sierra Nevada - Southern Sierra 	Lake Isabella 	IS1400 	101	45	7.94	45			Rhyolite	
Sierra Nevada - Southern Sierra 	Lake Isabella 	IS711 	98	45	7.8	45			Granodiorite	
Sierra Nevada - Southern Sierra 	Lake Isabella 	IS703 	90	45	7.66	45			Granite	
Sierra Nevada - Southern Sierra 	Lake Isabella 	IS93 	105	45	8.5	45			Rhyolite	
Sierra Nevada - Southern Sierra 	Lake Isabella 	88SS1 	95	45	8.18	45			Granite	
Sierra Nevada - Southern Sierra 	Kern Canyon 	82SS17 	98	45	8.88	45			Granite	
Sierra Nevada - Southern Sierra 	Kern Canyon 	82SS18 	100	45	9.21	45			Granite	
Sierra Nevada - Southern Sierra 	Kern Canyon 	IS 2000 	83	45	7.95	45			Granite	
Sierra Nevada - Southern Sierra 	Eastern Tehachapi Mts. 	91TH125B 	105	45	7.77	45			Gabbro	
Sierra Nevada - Southern Sierra 	Eastern Tehachapi Mts. 	91TH181 	90	45	7.91	45			Granodiorite	
Sierra Nevada - Southern Sierra 	Eastern Tehachapi Mts. 	93TH254 	97	45	7.95	45			Granodiorite	
Sierra Nevada - Southern Sierra 	Eastern Tehachapi Mts. 	93TH385 	96	45	9.54	45			Tonalite	
Sierra Nevada - Southern Sierra 	Eastern Tehachapi Mts. 	94TH453 	101	45	7.99	45			Tonalite	
Sierra Nevada - Southern Sierra 	Eastern Tehachapi Mts. 	94TH473A 	93	45	8.56	45			Quartz diorite	
Sierra Nevada - Southern Sierra 	Eastern Tehachapi Mts. 	94TH485 	81	45	9.06	45			Granite	
Sierra Nevada - Southern Sierra 	Eastern Tehachapi Mts. 	94TH486 	95	45	8.61	45			Tonalite	
Sierra Nevada - Southern Sierra 	Claraville Pluton 	TC27 	90	45	9.41	45			Granodiorite	
Sierra Nevada - Southern Sierra 	Bear Valley Springs Pluton 	TC15 	97	45	7.37	45			Tonalite	
Sierra Nevada - Southern Sierra 	Bear Valley Springs Pluton 	TC42 	98	45	7.36	45			Tonalite	
Sierra Nevada - Southern Sierra 	Bear Valley Springs Pluton 	TC40 	97	45	8.42	45			Tonalite	
Sierra Nevada - Southern Sierra 	Bear Valley Springs Pluton 	CM25 	101	45	7.28	45			Tonalite	
Sierra Nevada - Southern Sierra 	Bear Valley Springs Pluton 	CM26 	100	45	7.83	45			Tonalite	
Sierra Nevada - Southern Sierra 	Bear Valley Springs Pluton 	CM9 	100	45	7.77	45			Tonalite	
Sierra Nevada - Southern Sierra 	Bear Valley Springs Pluton 	CM22b 	100	45	7.71	45			Quartz diorite	
Sierra Nevada - Southern Sierra 	Tunis Creek Pluton 	TL197 	102	45	7.15	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tunis Creek Pluton 	WR84a 	102	45	7.11	45			Gabbro	
Sierra Nevada - Southern Sierra 	Bison Peak Pluton 	WR86 	102	45	6.98	45			Gabbro	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	CM630 	115	45	7.67	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	WR643 	117	45	7.85	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	WR171 	115	45	6.77	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	WR30/2 	115	45	6.78	45			Diorite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	WR39 	113	45	7.43	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	PC35 	110	45	7.79	45			Granite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	PC31 	114	45	7.92	45			Granite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	PC32 	113	45	8.03	45			Granite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	PC34 	117	45	6.99	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	PC36 	112	45	7.9	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	PC37 	115	45	7.88	45			Granite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	PC129 	115	45	6.63	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	WR91a 	113	45	6.32	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	WR40 	117	45	7.89	45			Granite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	TC12a 	117	45	7.9	45			Granodiorite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	GV3 	101	45	7.45	45			Tonalite	
Sierra Nevada - Southern Sierra 	Tehachapi Gneiss Complex 	GV1A 	105	45	6.67	45			Diorite	
Sierra Nevada - Peraluminous Plutons 	Smith Grade Granite 	1SG04 	111	47	8.68	47	75.2	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Tharps Peak Granodiorite 	1S1 	110	47	7.93	47	73.4	47	Granodiorite	
Sierra Nevada - Peraluminous Plutons 	Tharps Peak Granodiorite 	1S2 	110	47	7.64	47	73.5	47	Granodiorite	
Sierra Nevada - Peraluminous Plutons 	Tharps Peak Granodiorite 	1S3 	110	47	7.89	47	72.8	47	Granodiorite	
Sierra Nevada - Peraluminous Plutons 	Tharps Peak Granodiorite 	1S4 	110	47	8.25	47	72	47	Granodiorite	
Sierra Nevada - Peraluminous Plutons 	Cactus Point Pluton 	1S5 	99	47	7.15	47	73.6	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S18 	98	47	7.87	47			Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S19 	98	47	8.29	47			Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S20 	98	47	8.02	47			Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S21 	98	47	8.29	47			Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S23 	98	47	7.86	47	74.7	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S24 	98	47	8.03	47	73.4	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S27 	98	47	8.97	47	75.6	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S28 	98	47	8.44	47	76.4	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S29 	98	47	8.51	47	75.9	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Grant Grove Pluton 	1S30 	98	47	7.97	47	68.9	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S51 	90	47	7.76	47	76.7	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S52 	90	47	7.51	47	76	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S53 	90	47	7.53	47	76.4	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S54 	90	47	7.81	47	75.6	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S58 	90	47	7.77	47	75	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Bald Mt. Leucogranite 	1S66 	96	47	7.62	47	76.4	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Snow Coral Meadow 	1S67 	90	47	7.5	47	75.6	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S77 	90	47	7.63	47	76.9	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S79 	90	47	7.67	47	73.4	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S80 	90	47	7.72	47	74.5	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S81 	90	47	7.76	47	72.7	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Pluton 	1S82 	90	47	7.73	47	73.4	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Ward Mt. Trondhjemite 	1S92 	115	47	6.7	47	74.8	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Ward Mt. Trondhjemite 	1S93 	115	47	8.1	47	69.4	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Hensley Lake Granite 	1S95 	116	47	8.72	47	73.9	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Hensley Lake Granite 	1S96 	116	47	8.68	47	72.1	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Rawson Creek Leucogranite 	1S128 	165	47	7.89	47	76.5	47	Granite	
Sierra Nevada - Peraluminous Plutons 	Brush Canyon Granite 	3S37 	86	47	8.39	47			Granite	
Sierra Nevada - Peraluminous Plutons 	Dinkey Dome Granite (east) 	3S51 	90	47	8.02	47			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Alabama Hills 	5-27-3 	148	46	5.44	46			Independence dike	
Sierra Nevada - Owens Valley/White Mts. 	Alabama HIlls 	5-27-8 	148	46	5.48	46			Independence dike	
Sierra Nevada - Owens Valley/White Mts. 	Alabama Hills 	OW39 	85	46	6.41	46			Quartz monzonite	
Sierra Nevada - Owens Valley/White Mts. 	Casa Diablo Leucogranite 	95BR042 	161	46	6.83	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Casa Diablo Pluton 	MA9 	161	46	7.35	46	66.3	46	Porphyritic granodiorite	
Sierra Nevada - Owens Valley/White Mts. 	Darwin Stock 	02-26 	175	46	6.99	46			Monzonite	
Sierra Nevada - Owens Valley/White Mts. 	Independence Pluton 	OW7 	112	46	4.61	46	74.8	46	Granite	
Sierra Nevada - Owens Valley/White Mts. 	Paiute Pluton 	5-27-9 	152	46	6.68	46			Quartz monzonite	
Sierra Nevada - Owens Valley/White Mts. 	Santa Rita Flat Pluton 	OW19 	163	46	6.76	46	63	46	Granodiorite	
Sierra Nevada - Owens Valley/White Mts. 	Tungsten Hills 	MA5 	201	46	7.4	46	66.7	46	Porphyritic granodiorite	
Sierra Nevada - Owens Valley/White Mts. 	unnamed 	MA7 	148	46	6.9	46	70.1	46	Rhyolite dike	
Sierra Nevada - Owens Valley/White Mts. 	Wheeler Crest 	95BR041 	217	46	7.06	46			Granodiorite	
Sierra Nevada - Owens Valley/White Mts. 	Wheeler Crest 	95BR048 	217	46	7.96	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Wheeler Crest 	95BR050 	217	46	6.81	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Wheeler Crest 	95BR051 	217	46	7.44	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Wheeler Crest Granodiorite 	MA2 	217	46	6.63	46	63.4	46	Porphyritic granodiorite	
Sierra Nevada - Owens Valley/White Mts. 	Barcroft Pluton 	95BR061 	165	46	7.56	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Barcroft Pluton 	95BR062 	165	46	7.61	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Barcroft Pluton 	95BR064 	165	46	7.63	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Boundary Peak 	95BR052 	74	46	6.86	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Boundary Peak 	95BR053 	74	46	6.54	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	95BR054 	90	46	7.48	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	95BR055 	90	46	7.03	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	95BR056 	90	46	6.57	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	95BR066 	90	46	6.38	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	95BR067 	90	46	6.55	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	95BR068 	90	46	6.78	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	97WM064 	90	46	6.82	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	97WM065 	90	46	6.92	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Pellesier Flat pluton 	97WM066 	90	46	6.95	46			Granite	
Sierra Nevada - Owens Valley/White Mts. 	Sagehen Flat pluton 	95BR063 	175	46	7.26	46			Granite	
Sierra Nevada - Death Valley 	Ubehebe peak 	UB95 	173	48	7.07	48			Monzonite	
Idaho Batholith (Western U.S.)	Bitterroot Lobe 	98IB-5 	75	49	6.89	49	72.5	49	Granite	
Idaho Batholith (Western U.S.)	Bitterroot Lobe 	98IB-6 	62	49	6.79	49	71.1	49	Granite	
Idaho Batholith (Western U.S.)	Bitterroot lobe 	98IB-7 	54	49	6.93	49	71.4	49	Granodiorite	
Idaho Batholith (Western U.S.)	Bitterroot lobe 	98IB-11 	94	49	7.53	49	73.2	49	Tonalite	
Idaho Batholith (Western U.S.)	Bitterroot lobe 	98IB-12 	71	49	7.23	49	76.2	49	Monzogranite	
Idaho Batholith (Western U.S.)	Bitterroot lobe 	98IB-13 	54	49	6.84	49	72.3	49	Quartz monzonite	
Idaho Batholith (Western U.S.)	Bitterroot lobe 	98IB-24 	55	49	7.26	49	70.4	49	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	98IB-31 	100	49	5.78	49	73	49	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	98IB-33 	100	49	6.33	49	72.9	49	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	98IB-56 	80	49	5.31	49	72	49	Granodiorite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	98IB-22 	100	49	5.72	49	64.3	49	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta lobe 	98IB-34 	90	49	7.61	49	66.7	49	Granite	
Idaho Batholith (Western U.S.)	Atlanta lobe 	98IB-39 	90	49	7.63	49	64.8	49	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta lobe 	98IB-40 	90	49	7.41	49	71	49	Granodiorite	
Idaho Batholith (Western U.S.)	Atlanta lobe 	98IB-52 	70	49	7.99	49	68.1	49	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta lobe 	98IB-53 	70	49	6.66	49	74.8	49	Granodiorite	
Idaho Batholith (Western U.S.)	Atlanta lobe 	98IB-68 	85	49	7.82	49	72.4	49	Granite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-1 	100	63	7.66	63	64.8	63	Granodiorite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-3 	100	63	7.62	63	68.7	63	Granodiorite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-5 	100	63	6.62	63	64.7	63	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-6 	100	63	7.76	63	66.5	63	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-8 	100	63	8.34	63	73.9	63	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-15 	100	63	6.42	63	69.1	63	Granite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-16 	100	63	6.7	63	65.5	63	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-18 	100	63	5.75	63	67.5	63	Tonalite	
Idaho Batholith (Western U.S.)	Atlanta Lobe 	01IB-22 	100	63	5.72	63	64.3	63	Tonalite	
Idaho Batholith (Western U.S.)	Epizonal Tertiary - Lolo batholith 	98IB-22 	45	49	7.11	49	67.3	49	Granite	
Idaho Batholith (Western U.S.)	Epizonal Tertiary - Twin Springs pluton 	98IB-59 	45	49	7.42	49	75.8	49	Granite	
Idaho Batholith (Western U.S.)	Epizonal Tertiary - Twin Springs pluton 	98IB-61 	45	49	7.34	49	74.8	49	Granite	
Idaho Batholith (Western U.S.)	Epizonal Tertiary - Casto pluton 	98IB-1 	45	49	3.95	49	69.8	49	Granite	
Great Basin (Phanerozoic) Western U.S.	Beaverhead Mts - Idaho	95BR-157 	480	23	4.94	23				
Great Basin (Phanerozoic) Western U.S.	Singaste Range - Yerington batholith	Y-767 	169	23	5.6	23				
Great Basin (Phanerozoic) Western U.S.	Singaste Range - Yerington batholith	Y-781 	169	23	5.14	23				
Great Basin (Phanerozoic) Western U.S.	Singaste Range - Shamrock batholith	Y-818 	165	23	5.76	23				
Great Basin (Phanerozoic) Western U.S.	Singaste Range - Wassuk Range	Y-1 	232	23	6.43	23				
Great Basin (Phanerozoic) Western U.S.	Singaste Range - Wassuk Range metadiorite	W-35 	233	23	6.32	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Theodore pluton	Jt 	185	23	6.39	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Big creek pluton	Jbc 	201	23	5.45	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range	Jep 	170	23	5.85	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range	Jbz 	180	23	5.64	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range	Jbd 	180	23	5.78	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range	Javp 	180	23	5.36	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range	Jnyp 	180	23	5.85	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Granite mountain complex	Krs 	112	23	5.59	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Granite mountain complex	Ktc 	112	23	5.68	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Granite mountain complex	Kdp 	106	23	5.55	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Granite mountain complex	Kdp 	106	23	5.55	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Granite Mountain complex	Klm 	112	23	5.46	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Granite Mountain complex	Kcs 	112	23	5.49	23				
Great Basin (Phanerozoic) Western U.S.	Pine Forest Range - Granite Mountain complex	Kbk 	112	23	6.09	23				
Great Basin (Phanerozoic) Western U.S.	SE of Pine Forest Range	Kas 	112	23	7.68	23				
Great Basin (Phanerozoic) Western U.S.	SE of Pine Forest Range	Jhqdz 	112	23	7.46	23				
Great Basin (Phanerozoic) Western U.S.	SE of Pine Forest Range	Jungo Sill 	112	23	6.99	23				
Great Basin (Phanerozoic) Western U.S.	Pine Nut Mts. - Sunrise Pass pluton	BK-38 	172	23	5.41	23				
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	NP-1 	169	23	7.22	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-006 	169	23	7.11	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-007 	169	23	7.21	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-008 	169	23	7.38	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-009 	169	23	7.45	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-010 	169	23	7.44	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-012 	169	23	7.33	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-013 	169	23	7.53	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-014 	169	23	7.25	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-015 	169	23	7.42	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	House Range - Notch peak pluton 	95BR-016 	169	23	7.41	23	71.7	23	Granitic	
Great Basin (Phanerozoic) Western U.S.	Goshute Mts. - White Horse Mts granite	95BR-133 	160	23	7.8	23	71.5	23		
Great Basin (Phanerozoic) Western U.S.	Dolly Varden Mts. - Melrose pluton 	95BR-135 	165	23	7.82	23	58.7	23	Granite	
Great Basin (Phanerozoic) Western U.S.	Dolly Varden Mts. - Melrose pluton 	95BR-136 	165	23	6.24	23	58.7	23	Granite	
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Johnson Canyon Dike	97TY-001 	142		9.12	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-002 	142	23	8.58	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-004 	142	23	8.54	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-005 	142	23	8.42	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-006 	142	23	8.52	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-007 	142	23	8.57	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-008 	142	23	8.62	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-010 	142	23	8.57	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-012A 	142	23	8.55	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Austin pluton	97TY-012B 	142	23	8.57	23	67.2	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Birch Creek pluton	97TY-013 	75	23	9.96	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Birch Creek pluton	97TY-014 	75	23	9.63	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Birch Creek pluton	97TY-016 	75	23	9.52	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Birch Creek pluton	97TY-017 	75	23	9.44	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Aiken Creek	97TY-019 	75	23	8.01	23	68.3	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Aiken Creek	97TY-020 	75	23	7.94	23	68.3	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Aiken Creek	97TY-021 	75	23	8.91	23	68.3	23		
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - McLeod pluton	97TY-022 	75	23	6.78	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Timblin Creek	97TY-023 	92	23	7.37	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Timblin Creek	97TY-024 	92	23	7.36	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Ophir Canyon pluton	97TY-025 	96	23	7.93	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Ophir Canyon pluton	97TY-026 	96	23	7.89	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Ophir Canyon pluton	97TY-027 	96	23	7.7	23				
Great Basin (Phanerozoic) Western U.S.	Toiyabe Range - Ophir Canyon pluton	97TY-028 	96	23	7.84	23				
