Database|Reference|Continent|Locality|Sample_ID|Age|Age_1sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf(T)|Tdm_Crustal|d18O|d18O_2sigma|Comments
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@20|160.1|2.4|0.001328|0.282384|0.000022|-10.8|1.86|9.6|0.37|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@21|158||0.001281|0.282346|0.000021|-12.2|1.94|9.4|0.4|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@22|158||0.000939|0.282391|0.000023|-10.5|1.84|9.2|0.39|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@23|158||0.00185|0.282386|0.000023|-10.8|1.86|9.5|0.28|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@24|158||0.00254|0.282442|0.000023|-8.9|1.74|9.3|0.32|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@25|158||0.001294|0.282349|0.000023|-12.1|1.94|9.4|0.2|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@26|158||0.001151|0.282289|0.000017|-14.2|2.07|9.4|0.38|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@27|158||0.001141|0.2824|0.000022|-10.2|1.82|9.3|0.29|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@28|158||0.001948|0.282411|0.000026|-9.9|1.8|9.4|0.26|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@29|158||0.002124|0.282476|0.000021|-7.6|1.66|9.5|0.22|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@30|158||0.000947|0.282365|0.000022|-11.4|1.9|9|0.17|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@31|158||0.001428|0.282341|0.000019|-12.3|1.95|9.6|0.19|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@32|158||0.001266|0.28241|0.000021|-9.9|1.8|9.2|0.27|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@33|158||0.001318|0.28236|0.000024|-11.7|1.91|9.5|0.36|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@34|158||0.001453|0.282442|0.00002|-8.8|1.73|9.2|0.26|Melting of lower crust
Payne et al., 2016 LITHOS|Guo et al. (2012)|Asia|China, Nanling W-Sn Province, Xihuashan Pluton|XHS-37@35|158||0.002797|0.282361|0.000023|-11.8|1.92|9.1|0.34|Melting of lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|1|1526||0.000991|0.281797|0.000019|-1.7|2.34|7|0.21|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|2|1526||0.000746|0.281772|0.000022|-2.3|2.38|6.9|0.22|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|3|1526||0.000329|0.281761|0.00002|-2.3|2.37|7.6|0.2|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|04a|1526||0.000589|0.281715|0.000036|-4.2|2.49|6.8|0.21|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|05a|1526||0.00045|0.281708|0.000046|-4.3|2.5|7.3|0.25|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|6|1526||0.000528|0.281791|0.000034|-1.4|2.32|7.1|0.21|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|7|1526||0.001205|0.281763|0.000032|-3.1|2.42|6.7|0.23|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|8|1526||0.000514|0.281708|0.000028|-4.3|2.5|6.3|0.23|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|9|1526||0.000802|0.281814|0.000024|-0.9|2.29|6.2|0.35|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|10|1526||0.000941|0.281761|0.000032|-2.9|2.41|6.5|0.27|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|11|1526||0.000795|0.281763|0.000026|-2.7|2.4|6.1|0.26|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|12|1526||0.000433|0.28176|0.000026|-2.4|2.38|6.7|0.32|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|14|1526||0.000758|0.281792|0.000024|-1.6|2.33|6.3|0.36|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|15|1526||0.000775|0.281799|0.00002|-1.4|2.32|6.4|0.34|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|16|1526||0.002046|0.281908|0.000034|1.2|2.16|5.9|0.33|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|17|1526||0.000801|0.281769|0.00005|-2.5|2.39|6.5|0.31|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Repartimento anorthosite|18|1526||0.000635|0.281773|0.000022|-2.1|2.37|6.3|0.33|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|1|1526||0.000381|0.281752|0.000022|-2.6|2.4|7.7|0.25|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|2|1526||0.000665|0.281783|0.000022|-1.8|2.35|7.4|0.24|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|3|1526||0.000902|0.28176|0.000028|-2.9|2.41|8|0.21|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|4|1526||0.000879|0.281752|0.000032|-3.1|2.43|7.4|0.19|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|05a|1526||0.000292|0.281755|0.000024|-2.4|2.39|7.3|0.21|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|06a|1526||0.000531|0.281741|0.000019|-3.2|2.43|7.5|0.2|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|7|1526||0.000375|0.281765|0.000024|-2.2|2.37|7.7|0.23|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|9|1526||0.000353|0.281706|0.000024|-4.2|2.49|6|0.29|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|11|1526||0.00056|0.281738|0.000022|-3.3|2.44|6.2|0.28|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|13|1526||0.000783|0.281774|0.000022|-2.3|2.37|7.5|0.28|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|14|1526||0.000529|0.281802|0.00004|-1|2.3|6.8|0.31|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|15|1526||0.000809|0.281706|0.000024|-4.7|2.52|7|0.35|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|16|1526||0.000382|0.281734|0.000022|-3.3|2.44|7.3|0.33|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Monzonite|17|1526||0.00037|0.281738|0.000026|-3.1|2.43|7.2|0.32|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|2|1527||0.00007|0.281773|0.00002|-1.5|2.33|7.3|0.25|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|3|1527||0.00006|0.281713|0.000024|-3.7|2.46|7.1|0.21|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|05a|1527||0.00007|0.281783|0.000022|-1.2|2.31|7.1|0.22|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|6|1527||0.00007|0.28176|0.000022|-2|2.36|7.3|0.2|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|7|1527||0.00007|0.281766|0.000024|-1.8|2.35|6.9|0.24|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|8|1527||0.00005|0.281729|0.000017|-3.1|2.43|6.9|0.24|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|9|1527||0.00008|0.281753|0.000028|-2.3|2.38|6.4|0.31|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|10a|1527||0.00007|0.281709|0.000022|-3.8|2.47|6.4|0.35|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|10b|1527||0.00007|0.281683|0.00002|-4.7|2.53|6.3|0.31|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|11|1527||0.00006|0.281772|0.000024|-1.6|2.33|6.3|0.29|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|12|1527||0.00006|0.281793|0.000026|-0.8|2.29|6.8|0.33|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|13|1527||0.00005|0.281765|0.000026|-1.8|2.35|7|0.34|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|14|1527||0.00005|0.281758|0.000022|-2.1|2.36|6.8|0.31|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|15|1527||0.00005|0.281751|0.000022|-2.3|2.38|7.5|0.31|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Hb-Bi Granite|16|1527||0.00005|0.281744|0.00002|-2.5|2.39|7.1|0.31|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Bi Granite|1|1519||0.000786|0.281785|0.000028|-2|2.36|6.1|0.24|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Bi Granite|2|1519||0.000858|0.281765|0.000022|-2.8|2.4|6.3|0.23|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Bi Granite|4|1519||0.000899|0.281802|0.000028|-1.5|2.33|6.1|0.22|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Bi Granite|6|1519||0.001105|0.281843|0.000036|-0.3|2.25|6|0.26|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Bi Granite|08a|1519||0.000653|0.281781|0.000024|-2|2.36|6.2|0.27|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Bi Granite|9|1519||0.00281|0.28188|0.000026|-0.7|2.28|6|0.24|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Bi Granite|11|1519||0.001328|0.28178|0.00003|-2.8|2.4|5.6|0.28|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Heinonen et al. (2012)|South America|Brazil, Roraima, Mucajaí AMG Complex, Mucajaí Bi Granite|16|1519||0.001316|0.281837|0.000036|-0.7|2.28|6.1|0.35|Melting of heterogenous lower crust
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|1.1|154|2.3|0.000667|0.282528|0.000033|-5.7|1.54|8.9|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|2.1|156.1|2.9|0.000765|0.282545|0.000029|-5.1|1.5|8.7|0.09|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|3.1|154.6|2.4|0.000649|0.282546|0.000026|-5.1|1.5|8.5|0.12|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|4.1|155.2|2.5|0.00065|0.28254|0.000039|-5.3|1.51|9|0.07|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|5.1|153.6|2.6|0.00103|0.282537|0.000024|-5.5|1.52|8.8|0.12|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|6.1|154.3|2.4|0.00113|0.282569|0.00004|-4.3|1.45|9.3|0.13|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|7.1|156.1|3|0.000614|0.282556|0.000038|-4.7|1.47|8.9|0.09|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|8.1|155|2.3|0.000703|0.282549|0.000032|-5|1.49|9|0.11|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|9.1|154.2|2.3|0.000783|0.282549|0.000049|-5|1.49|8.8|0.11|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|10.1|154.4|2.6|0.000676|0.282613|0.000053|-2.7|1.35|9.2|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|11.1|152.7|2.7|0.000643|0.282554|0.00004|-4.8|1.48|9.4|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|12.1|153.5|2.4|0.000856|0.282517|0.00003|-6.2|1.56|9.5|0.08|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|13.1|156.6|2.6|0.000805|0.282529|0.000038|-5.7|1.53|9.6|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|14.1|153.9|2.5|0.000702|0.282554|0.000044|-4.8|1.48|9.3|0.12|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|15.1|151|2.3|0.000592|0.282563|0.000032|-4.6|1.46|9|0.08|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|16.1|154.9|2.4|0.000654|0.282518|0.000028|-6.1|1.56|8|0.13|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|1.1|152.4|2.3|0.00086|0.282535|0.000041|-5.5|1.52|9|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|2.1|157.1|2.8|0.000763|0.282508|0.000022|-6.4|1.58|9.8|0.09|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|3.1|155.6|2.7|0.000952|0.282577|0.000031|-4|1.43|9.4|0.13|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|4.1|158.5|2.8|0.001493|0.282551|0.000038|-4.9|1.49|9.1|0.09|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|5.1|154.6|2.3|0.001018|0.282528|0.000039|-5.8|1.54|9.2|0.12|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|6.1|155.9|2.5|0.001159|0.282535|0.000032|-5.5|1.52|9.5|0.12|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|7.1|148.1|2.3|0.000891|0.2826|0.000036|-3.3|1.38|9.4|0.12|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|8.1|151.2|2.8|0.00067|0.282543|0.000043|-5.3|1.51|9.2|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|9.1|154.2|2.5|0.000852|0.282505|0.000036|-6.6|1.59|9.4|0.12|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|10.1|155.2|2.3|0.000771|0.28252|0.000042|-6|1.56|9.3|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|11.1|156.1|2.4|0.001124|0.28254|0.000039|-5.3|1.51|9.2|0.09|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|12.1|155.7|2.4|0.000786|0.282517|0.000032|-6.1|1.56|6.3|0.09|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|13.1|151.3|2.3|0.000836|0.282519|0.000029|-6.1|1.56|9.3|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|14.1|154.1|2.4|0.000843|0.282545|0.00003|-5.2|1.5|9.2|0.09|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|15.1|152.5|2.4|0.00086|0.28251|0.000027|-6.4|1.58|8.9|0.1|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|16.1|153.4|2.4|0.000796|0.282534|0.000025|-5.6|1.53|9.2|0.12|Crustal Melting
Payne et al., 2016 LITHOS|Huang et al. (2011)|Asia|China, Jiuyishan|17.1|153.2|2.3|0.000825|0.28252|0.000022|-6.1|1.56|9.5|0.11|Crustal Melting
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@01|73|0.7|0.000462|0.28268|0.000013|-2.1|1.25|7.47|0.2|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@02|221.2|3.3|0.000629|0.282459|0.00002|-6.7|1.65|7.72|0.2|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@03|73|0.7|0.002031|0.282711|0.000018|-1.1|1.18|7.4|0.27|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@04|229.4|3.5|0.006745|0.282725|0.000017|2|1.11|7.95|0.29|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@05|73|0.7|0.002248|0.282672|0.000011|-2.5|1.27|7.07|0.3|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@06|73|0.7|0.003977|0.282709|0.000017|-1.3|1.19|7.71|0.24|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@07|73|0.7|0.001083|0.282638|0.000014|-3.6|1.34|7.3|0.31|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@08|73|0.7|0.001553|0.282639|0.000018|-3.6|1.34|7.9|0.24|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@09|73|0.7|0.00119|0.282752|0.000022|0.4|1.09|7.33|0.16|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@10|73|0.7|0.001722|0.282656|0.000012|-3|1.3|7.91|0.27|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@11|73|0.7|0.003298|0.282661|0.000012|-2.9|1.3|7.28|0.33|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@12|73|0.7|0.001268|0.282662|0.000014|-2.8|1.29|7.35|0.31|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@13|73|0.7|0.001309|0.28268|0.000016|-2.2|1.25|7.26|0.3|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@14|73|0.7|0.002374|0.282626|0.000012|-4.1|1.37|8.33|0.29|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@15|73|0.7|0.001379|0.282627|0.000012|-4|1.37|7.63|0.33|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@16|73|0.7|0.00114|0.282615|0.000017|-4.4|1.39|7.36|0.24|Melting of High-K calc-alkaline metabasalts
Payne et al., 2016 LITHOS|Jiang and Li (2014)|Asia|China, Hainan Island|12HN13@17|73|0.7|0.000895|0.282624|0.000017|-4.1|1.37|7.44|0.26|Melting of High-K calc-alkaline metabasalts
