Database|Reference|Continent|Locality|Sample_ID|Age|Age_1sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf(T)|Tdm_Crustal|d18O|d18O_2sigma|Comments
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|20|173||0.000962|0.282778|0.000019|3.5|0.97|5.3|0.26|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|1|175||0.000906|0.282786|0.000018|3.8|0.95|5.4|0.21|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|2|173||0.000783|0.282821|0.000018|5|0.87|5.5|0.16|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|3|173||0.00097|0.28279|0.000021|3.9|0.94|5.7|0.16|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|4|172||0.000847|0.282797|0.000019|4.1|0.93|5.7|0.23|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|5|171||0.000795|0.282848|0.000017|5.9|0.81|5.3|0.27|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|6|176||0.000609|0.282804|0.000018|4.5|0.91|5.4|0.14|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|7|170||0.001041|0.282802|0.00002|4.3|0.92|5.2|0.23|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|8|172||0.001056|0.282832|0.000019|5.4|0.85|5.6|0.2|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|9|171||0.000917|0.282791|0.000018|3.9|0.94|5.6|0.25|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|10|172||0.000797|0.282797|0.000017|4.2|0.93|5.6|0.24|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|11|173||0.000944|0.282769|0.000021|3.2|0.99|5.1|0.17|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|12|179||0.00128|0.282756|0.000019|2.8|1.02|5.1|0.21|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|13|175||0.000981|0.282775|0.000017|3.4|0.98|5.2|0.26|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|14|177||0.00075|0.282799|0.000019|4.3|0.92|5.3|0.22|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|15|175||0.000972|0.282774|0.00002|3.4|0.98|5.2|0.18|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|16|172||0.000989|0.282824|0.000018|5.1|0.87|4.9|0.26|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|17|172||0.00092|0.282782|0.000021|3.6|0.96|5.3|0.28|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|18|174||0.001079|0.282781|0.00002|3.6|0.96|5.1|0.26|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|19|175||0.000533|0.282792|0.000016|4.1|0.93|5.5|0.2|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|20|172||0.000876|0.282806|0.000018|4.5|0.91|5.5|0.21|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|1|172||0.000921|0.28277|0.000021|3.2|0.99|6|0.33|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|2|176||0.001041|0.282827|0.000018|5.3|0.86|5.3|0.2|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|3|169||0.000965|0.28281|0.000019|4.5|0.9|5.7|0.22|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|4|172||0.000838|0.282785|0.00002|3.7|0.95|5.9|0.28|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|5|173||0.000747|0.282759|0.000017|2.8|1.01|5.7|0.16|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|6|169||0.000977|0.282814|0.000019|4.7|0.89|5.2|0.25|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|7|173||0.000876|0.282824|0.00002|5.1|0.87|5.6|0.28|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|8|171||0.00093|0.282782|0.00002|3.6|0.96|5.4|0.26|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|9|172||0.000948|0.282771|0.000019|3.2|0.99|5.4|0.36|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|10|171||0.001113|0.282788|0.00002|3.8|0.95|5.5|0.32|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|11|164||0.001069|0.282822|0.000018|4.8|0.88|5.6|0.2|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|12|173||0.000667|0.282794|0.00002|4.1|0.93|5.4|0.15|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|13|171||0.000976|0.282819|0.000019|4.9|0.88|5.6|0.19|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|14|173||0.001247|0.282757|0.000021|2.7|1.02|5.5|0.16|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|15|173||0.000807|0.282811|0.000019|4.7|0.89|5.6|0.17|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|16|168||0.001214|0.282784|0.000021|3.6|0.96|5.5|0.21|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|17|175||0.000839|0.282798|0.000019|4.2|0.92|5.3|0.16|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|18|246||0.000952|0.282818|0.000019|6.5|0.84|5.7|0.22|Inherited
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|19|171||0.000719|0.282838|0.00002|5.6|0.83|5.2|0.22|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|20|175||0.000864|0.282819|0.00002|5|0.88|5.6|0.32|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|21|168||0.000571|0.282832|0.000018|5.3|0.85|5.2|0.2|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|22|168||0.001334|0.28283|0.00002|5.2|0.86|5.3|0.26|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|23|171||0.001111|0.282797|0.000019|4.1|0.93|5.4|0.24|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|24|174||0.00081|0.282779|0.000018|3.6|0.97|5.3|0.19|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|25|173||0.00122|0.282809|0.000019|4.6|0.9|5.3|0.38|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012)|Asia|China, Jiuling Terrane, Dexing Granodiorite|26|168||0.000877|0.282806|0.000022|4.4|0.91|5.3|0.21|Remelting of Neoproterozoic Island Arc
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||115.4||0.000966|0.282163|0.000015|-19.5|2.37|5.8|0.22|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||1695||0.001311|0.281591|0.000012|-5.6|2.71|6.5|0.3|Inherited
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||2360||0.000303|0.281347|0.000014|2.1|2.76|5.9|0.27|Inherited
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||115||0.000726|0.282359|0.000013|-12.6|1.94|5.4|0.23|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||2035||0.001382|0.282214|0.000015|24|1.18|5.2|0.28|Inherited
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||115.3||0.002456|0.282257|0.000014|-16.3|2.17|5.5|0.24|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||115.8||0.001169|0.282143|0.000014|-20.2|2.41|5.6|0.35|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||117.6||0.001294|0.282185|0.000014|-18.7|2.32|5.9|0.38|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||2238||0.000765|0.281324|0.000013|-2.2|2.93|6.1|0.3|Inherited
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||115.4||0.000106|0.282232|0.000012|-17|2.21|4.9|0.18|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||116.1||0.001031|0.282096|0.000014|-21.9|2.51|6.2|0.2|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||114.6||0.001386|0.282203|0.000019|-18.1|2.28|6.4|0.32|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||115.1||0.001212|0.282178|0.000014|-19|2.34|5.9|0.26|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||116.9||0.00121|0.282148|0.000011|-20|2.4|5.3|0.29|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||113.3||0.001379|0.282239|0.000013|-16.9|2.2|6.3|0.28|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||111.3||0.000098|0.282214|0.000014|-17.7|2.25|5.9|0.21|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||109.3||0.001371|0.282426|0.000019|-10.4|1.79|6.2|0.33|Partial melting of lower continental crust of NCC
Payne et al., 2016 LITHOS|Liu et al. (2012b)|Asia|China, NCC, Bengbu Uplift, Huanglishan granodiorite Pluton||2629||0.000171|0.28131|0.000013|7.3|2.67|6.4|0.34|Inherited
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||113.6||0.001242|0.282104|0.000013|-21.7|2.5|5.8|0.24|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||113||0.00128|0.282165|0.00002|-19.5|2.37|5.8|0.26|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||109.1||0.001186|0.282238|0.000017|-17|2.21|5.9|0.33|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||111.4||0.001089|0.282127|0.000018|-20.9|2.45|5.7|0.31|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||97.5||0.001218|0.282212|0.000016|-18.2|2.27|5.5|0.28|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||110.4||0.00111|0.282058|0.000013|-23.3|2.6|5.1|0.29|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||113.4||0.00077|0.282075|0.000015|-22.7|2.56|6.2|0.23|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||115.3||0.001288|0.282187|0.000016|-18.7|2.32|6.1|0.29|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||112||0.001267|0.282139|0.000015|-20.5|2.42|5.9|0.45|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Liu SA et al. (2012)|Asia|China, NCC, Bengbu Uplift, Changhuaiwei granite||112.4||0.001011|0.282217|0.000015|-17.7|2.25|5.7|0.32|Partial melting of continental crust of NCC
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD80-12|23||0.00012|0.282544|0.000038|-8|1.58|9.7||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD80-5|23||0.000685|0.282553|0.000038|-7.7|1.56|7.7||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD80-13|23||0.000127|0.282575|0.000048|-6.9|1.51|7.5||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD80-12a|23||0.000144|0.282592|0.000041|-6.3|1.47|7.7||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD80-6|23||0.000625|0.282633|0.000047|-4.9|1.38|7.8||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-29|22||0.000262|0.282173|0.000033|-21.1|2.4|8.4||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-4|22||0.000416|0.282611|0.000034|-5.7|1.43|8.6||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-4a|22||0.000465|0.282666|0.00005|-3.7|1.31|8.6||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-25a|22||0.000565|0.28268|0.000036|-3.2|1.28|9.1||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-20a|22||0.000425|0.282687|0.000049|-3|1.26|8.5||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-20|22||0.000537|0.282689|0.000042|-2.9|1.26|8.5||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-15|22||0.0003|0.282711|0.000051|-2.1|1.21|9.3||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-25|22||0.000462|0.282718|0.000038|-1.9|1.19|9.1||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD35-23|22||0.000597|0.282885|0.000044|4|0.82|9||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD39-13|23||0.000804|0.282386|0.000036|-13.6|1.93|7.8||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD39-3|23||0.000328|0.282606|0.000052|-5.8|1.44|5.2||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD39-27|23||0.000392|0.282631|0.000035|-4.9|1.39|9.8||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD39-25|23||0.000197|0.282642|0.00005|-4.6|1.36|8.4||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD39-26|23||0.000424|0.282667|0.000051|-3.7|1.31|8||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD39-28|23||0.000369|0.282693|0.00004|-2.8|1.25|8.2||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD39-22|23||0.000602|0.282731|0.000034|-1.4|1.16|7.9||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-31a|18||0.001485|0.282303|0.000037|-16.7|2.12|9.9||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-9|18||0.001788|0.282476|0.000046|-10.6|1.74|8.4||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-23|18||0.001436|0.282521|0.000026|-9|1.64|9.4||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-27|18||0.001327|0.28255|0.000037|-7.9|1.57|9.4||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-18|18||0.000816|0.282647|0.000043|-4.5|1.35|9.1||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-17|22||0.000646|0.282484|0.000033|-10.2|1.72|9||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-28a|22||0.000592|0.282504|0.000032|-9.5|1.67|8||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-1|22||0.000401|0.282539|0.000047|-8.2|1.59|9.9||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-10|22||0.000775|0.282562|0.000047|-7.4|1.54|7.6||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-20|22||0.000979|0.282569|0.000041|-7.2|1.53|10.1||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Mahar et al. (2014)|Asia|Pakistan, Baltoro Granites|BD50-25|22||0.000686|0.282594|0.000034|-6.3|1.47|8.1||Hybridization of infra- and supracrustal sources
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, A Porphyry Pluton|1.1|6.6||0|0.28|0|7.8|0.57|5.1|0.58|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, A Porphyry Pluton|3.1|6.8||0|0.28|0|6.5|0.65|4.6|0.62|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, A Porphyry Pluton|4.1|6.4||0|0.28|0|7.7|0.57|5.1|0.63|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, A Porphyry Pluton|5.2|5.7||0|0.28|0|8.1|0.55|4.3|0.62|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, A Porphyry Pluton|6.1|6.5||0|0.28|0|7.3|0.6|4.5|0.57|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, A Porphyry Pluton|12.1|6.8||0|0.28|0|7.3|0.6|5.5|0.59|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, A Porphyry Pluton|13.1*|6.4||0|0.28|0|6.3|0.66|4.2|0.6|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, A Porphyry Pluton|13.2|6.2||0|0.28|0|6.9|0.62|4.3|0.63|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|1.1|6.4|0.4|0.00101|0.282998|0.000048|7.7|0.57|3.6|0.6|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|3.1|5.8|0.6|0.000354|0.282992|0.000028|7.4|0.59|4.6|0.61|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|3.2|6.3|0.8|0.000341|0.283005|0.000028|7.9|0.56|4.8|0.65|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|4.2|6.3|0.8|0.000304|0.282996|0.000025|7.6|0.58|4.7|0.61|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|7.1*|6.1|0.2|0.000236|0.282998|0.000024|7.7|0.57|4.5|0.64|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|7.2|5.6|0.6|0.000615|0.282996|0.00003|7.6|0.58|5.2|0.6|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|9.1*|6|0.3|0.000853|0.28298|0.000058|7|0.61|4.8|0.56|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|9.2|6.3|0.4|0.000333|0.282987|0.000024|7.3|0.6|5|0.57|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Sewell Stock|10.1|6.2|0.4|0.000211|0.282977|0.000026|6.9|0.62|4.5|0.6|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|3.1|6.4|1|0.0003|0.282974|0.000023|6.8|0.63|5.3|0.74|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|3.2|4.8|1|0.00021|0.282966|0.000032|6.5|0.65|4.9|0.84|Lower crustal melting with mantle-derived arc melts
Payne et al., 2016 LITHOS|Munoz et al. (2012)|South America|Chile, El Teniente Porphyry Cu Deposit, Central Diorite Pluton|5.1|5.1|0.8|0.000314|0.282978|0.000026|6.9|0.62|4.8|0.77|Lower crustal melting with mantle-derived arc melts
