bin_midpoint,area (km2)
2892.5,9399.49
2893.5,9399.49
2894.5,9399.49
2895.5,9399.49
2896.5,9399.49
2897.5,9399.49
2898.5,9399.49
2899.5,9399.49
2900.5,9399.49
2901.5,9399.49
2902.5,9399.49
2903.5,9399.49
2904.5,9399.49
2905.5,9399.49
2906.5,9399.49
2907.5,9399.49
2908.5,9399.49
2909.5,9399.49
2910.5,9399.49
2911.5,9399.49
2912.5,9399.49
2913.5,9399.49
2914.5,9399.49
2915.5,9399.49
2916.5,9399.49
2917.5,9399.49
2918.5,9399.49
2919.5,9399.49
2920.5,9399.49
2921.5,9399.49
2922.5,9399.49
2923.5,9399.49
2924.5,9399.49
2925.5,9399.49
2926.5,9399.49
2927.5,9399.49
2928.5,9399.49
2929.5,9399.49
2930.5,9399.49
2931.5,9399.49
2932.5,9399.49
2933.5,9399.49
2934.5,9399.49
2935.5,9399.49
2936.5,9399.49
2937.5,9399.49
2938.5,9399.49
2939.5,9399.49
2940.5,9399.49
2941.5,9399.49
2942.5,9399.49
2943.5,9399.49
2944.5,9399.49
2945.5,9399.49
2946.5,9399.49
2947.5,9399.49
2948.5,9399.49
2949.5,9399.49
2950.5,9399.49
2951.5,9399.49
2952.5,9399.49
2953.5,9399.49
2954.5,9399.49
2955.5,9399.49
2956.5,9399.49
2957.5,9399.49
2958.5,9399.49
2959.5,9399.49
2960.5,9399.49
2961.5,9399.49
2962.5,9399.49
2963.5,9399.49
2964.5,9399.49
2965.5,9399.49
2966.5,9399.49
2967.5,9399.49
2968.5,9399.49
2969.5,9399.49
2970.5,9399.49
2971.5,9399.49
2972.5,9399.49
2973.5,9399.49
2974.5,9399.49
2975.5,9399.49
2976.5,9399.49
2977.5,9399.49
2978.5,9399.49
2979.5,9399.49
2980.5,9399.49
2981.5,9399.49
2982.5,9399.49
2983.5,9399.49
2984.5,9399.49
2985.5,9399.49
2986.5,9399.49
2987.5,9399.49
2988.5,9399.49
2989.5,9399.49
2990.5,9399.49
2991.5,9399.49
2992.5,9399.49
2993.5,9399.49
2994.5,9399.49
2995.5,9399.49
2996.5,9399.49
2997.5,9399.49
2998.5,9399.49
2999.5,9399.49
3000.5,9399.49
3001.5,9399.49
3002.5,9399.49
3003.5,9399.49
3004.5,9399.49
3005.5,9399.49
3006.5,9399.49
3007.5,9399.49
3008.5,9399.49
3009.5,9399.49
3010.5,9399.49
3011.5,9399.49
3012.5,9399.49
3013.5,9399.49
3014.5,9399.49
3015.5,9399.49
3016.5,9399.49
3017.5,9399.49
3018.5,9399.49
3019.5,9399.49
3020.5,9399.49
3021.5,9399.49
3022.5,9399.49
3023.5,9399.49
3024.5,9399.49
3025.5,9399.49
3026.5,9399.49
3027.5,9399.49
3028.5,9399.49
3029.5,9399.49
3030.5,9399.49
3031.5,9399.49
3032.5,9399.49
3033.5,9399.49
3034.5,9399.49
3035.5,9399.49
3036.5,9399.49
3037.5,9399.49
3038.5,9399.49
3039.5,9399.49
3040.5,9399.49
3041.5,9399.49
3042.5,9399.49
3043.5,9399.49
3044.5,9399.49
3045.5,9399.49
3046.5,9399.49
3047.5,9399.49
3048.5,9399.49
3049.5,9399.49
3050.5,9399.49
3051.5,9399.49
3052.5,9399.49
3053.5,9399.49
3054.5,9399.49
3055.5,9399.49
3056.5,9399.49
3057.5,9399.49
3058.5,9399.49
3059.5,9399.49
3060.5,9399.49
3061.5,9399.49
3062.5,9399.49
3063.5,9399.49
3064.5,9399.49
3065.5,9399.49
3066.5,9399.49
3067.5,9399.49
3068.5,9399.49
3069.5,9399.49
3070.5,9399.49
3071.5,9399.49
3072.5,9399.49
3073.5,9399.49
3074.5,9399.49
3075.5,9399.49
3076.5,9399.49
3077.5,9399.49
3078.5,9399.49
3079.5,9399.49
3080.5,9399.49
3081.5,9399.49
3082.5,9399.49
3083.5,9399.49
3084.5,9399.49
3085.5,9399.49
3086.5,9399.49
3087.5,9399.49
3088.5,9399.49
3089.5,9399.49
3090.5,9399.49
3091.5,9399.49
3092.5,9399.49
3093.5,9399.49
3094.5,9399.49
3095.5,9399.49
3096.5,9399.49
3097.5,9399.49
3098.5,9399.49
3099.5,9399.49
3100.5,9399.49
3101.5,9399.49
3102.5,9399.49
3103.5,9399.49
3104.5,9399.49
3105.5,9399.49
3106.5,9399.49
3107.5,9399.49
3108.5,9399.49
3109.5,9399.49
3110.5,9399.49
3111.5,9399.49
3112.5,9399.49
3113.5,9399.49
3114.5,9399.49
3115.5,9399.49
3116.5,9399.49
3117.5,9399.49
3118.5,9399.49
3119.5,9399.49
3120.5,9399.49
3121.5,9399.49
3122.5,9399.49
3123.5,9399.49
3124.5,9399.49
3125.5,9399.49
3126.5,9399.49
3127.5,9399.49
3128.5,9399.49
3129.5,9399.49
3130.5,9399.49
3131.5,9399.49
3132.5,9399.49
3133.5,9399.49
3134.5,9399.49
3135.5,9399.49
3136.5,9399.49
3137.5,9399.49
3138.5,9399.49
3139.5,9399.49
3140.5,9399.49
3141.5,9399.49
3142.5,9399.49
3143.5,9399.49
3144.5,9399.49
3145.5,9399.49
3146.5,9399.49
3147.5,9399.49
3148.5,9399.49
3149.5,9399.49
3150.5,9399.49
3151.5,9399.49
3152.5,9399.49
3153.5,9399.49
3154.5,9399.49
3155.5,9399.49
3156.5,9399.49
3157.5,9399.49
3158.5,9399.49
3159.5,9399.49
3160.5,9399.49
3161.5,9399.49
3162.5,9399.49
3163.5,9399.49
3164.5,9399.49
3165.5,9399.49
3166.5,9399.49
3167.5,9399.49
3168.5,9399.49
3169.5,9399.49
3170.5,9399.49
3171.5,9399.49
3172.5,9399.49
3173.5,9399.49
3174.5,9399.49
3175.5,9399.49
3176.5,9399.49
3177.5,9399.49
3178.5,9399.49
3179.5,9399.49
3180.5,9399.49
3181.5,9399.49
3182.5,9399.49
3183.5,9399.49
3184.5,9399.49
3185.5,9399.49
3186.5,9399.49
3187.5,9399.49
3188.5,9399.49
3189.5,9399.49
3190.5,9399.49
3191.5,9399.49
3192.5,9399.49
3193.5,9399.49
3194.5,9399.49
3195.5,9399.49
3196.5,9399.49
3197.5,9399.49
3198.5,9399.49
3199.5,9399.49
3200.5,9399.49
3201.5,9399.49
3202.5,9399.49
3203.5,9399.49
3204.5,9399.49
3205.5,9399.49
3206.5,9399.49
3207.5,9399.49
3208.5,9399.49
3209.5,9399.49
3210.5,9399.49
3211.5,9399.49
3212.5,9399.49
3213.5,9399.49
3214.5,9399.49
3215.5,9399.49
3216.5,9399.49
3217.5,9399.49
3218.5,9399.49
3219.5,9399.49
3220.5,9399.49
3221.5,9399.49
3222.5,9399.49
3223.5,9399.49
3224.5,9399.49
3225.5,9399.49
3226.5,9399.49
3227.5,9399.49
3228.5,9399.49
3229.5,9399.49
3230.5,9399.49
3231.5,9399.49
3232.5,9399.49
3233.5,9399.49
3234.5,9399.49
3235.5,9399.49
3236.5,9399.49
3237.5,9399.49
3238.5,9399.49
3239.5,9399.49
3240.5,9399.49
3241.5,9399.49
3242.5,9399.49
3243.5,9399.49
3244.5,9399.49
3245.5,9399.49
3246.5,9399.49
3247.5,9399.49
3248.5,9399.49
3249.5,9399.49
3250.5,9399.49
3251.5,9399.49
3252.5,9399.49
3253.5,9399.49
3254.5,9399.49
3255.5,9399.49
3256.5,9399.49
3257.5,9399.49
3258.5,9399.49
3259.5,9399.49
3260.5,9399.49
3261.5,9399.49
3262.5,9399.49
3263.5,9399.49
3264.5,9399.49
3265.5,9399.49
3266.5,9399.49
3267.5,9399.49
3268.5,9399.49
3269.5,9399.49
3270.5,9399.49
3271.5,9399.49
3272.5,9399.49
3273.5,9399.49
3274.5,9399.49
3275.5,9399.49
3276.5,9399.49
3277.5,9399.49
3278.5,9399.49
3279.5,9399.49
3280.5,9399.49
3281.5,9399.49
3282.5,9399.49
3283.5,9399.49
3284.5,9399.49
3285.5,9399.49
3286.5,9399.49
3287.5,9399.49
3288.5,9399.49
3289.5,9399.49
3290.5,9399.49
3291.5,9399.49
3292.5,9399.49
3293.5,9399.49
3294.5,9399.49
3295.5,9399.49
3296.5,9399.49
3297.5,9399.49
3298.5,9399.49
3299.5,9399.49
3300.5,9399.49
3301.5,9399.49
3302.5,9399.49
3303.5,9399.49
3304.5,9399.49
3305.5,9399.49
3306.5,9399.49
3307.5,9399.49
3308.5,9399.49
3309.5,9399.49
3310.5,9399.49
3311.5,9399.49
3312.5,9399.49
3313.5,9399.49
3314.5,9399.49
3315.5,9399.49
3316.5,9399.49
3317.5,9399.49
3318.5,9399.49
3319.5,9399.49
3320.5,9399.49
3321.5,9399.49
3322.5,9399.49
3323.5,9399.49
3324.5,9399.49
3325.5,9399.49
3326.5,9399.49
3327.5,9399.49
3328.5,9399.49
3329.5,9399.49
3330.5,9399.49
3331.5,9399.49
3332.5,9399.49
3333.5,9399.49
3334.5,9399.49
3335.5,9399.49
3336.5,9399.49
3337.5,9399.49
3338.5,9399.49
3339.5,9399.49
3340.5,9399.49
3341.5,9399.49
3342.5,9399.49
3343.5,9399.49
3344.5,9399.49
3345.5,9399.49
3346.5,9399.49
3347.5,9399.49
3348.5,9399.49
3349.5,9399.49
3350.5,9399.49
3351.5,9399.49
3352.5,9399.49
3353.5,9399.49
3354.5,9399.49
3355.5,9399.49
3356.5,9399.49
3357.5,9399.49
3358.5,9399.49
3359.5,9399.49
3360.5,9399.49
3361.5,9399.49
3362.5,9399.49
3363.5,9399.49
3364.5,9399.49
3365.5,9399.49
3366.5,9399.49
3367.5,9399.49
3368.5,9399.49
3369.5,9399.49
3370.5,9399.49
3371.5,9399.49
3372.5,9399.49
3373.5,9399.49
3374.5,9399.49
3375.5,9399.49
3376.5,9399.49
3377.5,9399.49
3378.5,9399.49
3379.5,9399.49
3380.5,9399.49
3381.5,9399.49
3382.5,9399.49
3383.5,9399.49
3384.5,9399.49
3385.5,9399.49
3386.5,9399.49
3387.5,9399.49
3388.5,9399.49
3389.5,9399.49
3390.5,9399.49
3391.5,9399.49
3392.5,9399.49
3393.5,9399.49
3394.5,9399.49
3395.5,9399.49
3396.5,9399.49
3397.5,9399.49
3398.5,9399.49
3399.5,9399.49
3400.5,9399.49
3401.5,9399.49
3402.5,9399.49
3403.5,9399.49
3404.5,9399.49
3405.5,9399.49
3406.5,9399.49
3407.5,9399.49
3408.5,9399.49
3409.5,9399.49
3410.5,9399.49
3411.5,9399.49
3412.5,9399.49
3413.5,9399.49
3414.5,9399.49
3415.5,9399.49
3416.5,9399.49
3417.5,9399.49
3418.5,9399.49
3419.5,9399.49
3420.5,9399.49
3421.5,9399.49
3422.5,9399.49
3423.5,9399.49
3424.5,9399.49
3425.5,9399.49
3426.5,9399.49
3427.5,9399.49
3428.5,9399.49
3429.5,9399.49
3430.5,9399.49
3431.5,9399.49
3432.5,9399.49
3433.5,9399.49
3434.5,9399.49
3435.5,9399.49
3436.5,9399.49
3437.5,9399.49
3438.5,9399.49
3439.5,9399.49
3440.5,9399.49
3441.5,9399.49
3442.5,9399.49
3443.5,9399.49
3444.5,9399.49
3445.5,9399.49
3446.5,9399.49
3447.5,9399.49
3448.5,9399.49
3449.5,9399.49
3450.5,9399.49
3451.5,9399.49
3452.5,9399.49
3453.5,9399.49
3454.5,9399.49
3455.5,9399.49
3456.5,9399.49
3457.5,9399.49
3458.5,9399.49
3459.5,9399.49
3460.5,9399.49
3461.5,9399.49
3462.5,9399.49
3463.5,9399.49
3464.5,9399.49
3465.5,9399.49
3466.5,9399.49
3467.5,9399.49
3468.5,9399.49
3469.5,9399.49
3470.5,9399.49
3471.5,9399.49
3472.5,9399.49
3473.5,9399.49
3474.5,9399.49
3475.5,9399.49
3476.5,9399.49
3477.5,9399.49
3478.5,9399.49
3479.5,9399.49
3480.5,9399.49
3481.5,9399.49
3482.5,9399.49
3483.5,9399.49
3484.5,9399.49
3485.5,9399.49
3486.5,9399.49
3487.5,9399.49
3488.5,9399.49
3489.5,9399.49
3490.5,9399.49
3491.5,9399.49
3492.5,9399.49
3493.5,9399.49
3494.5,9399.49
3495.5,9399.49
3496.5,9399.49
3497.5,9399.49
3498.5,9399.49
3499.5,9399.49
3500.5,9399.49
3501.5,9399.49
3502.5,9399.49
3503.5,9399.49
3504.5,9399.49
3505.5,9399.49
3506.5,9399.49
3507.5,9399.49
3508.5,9399.49
3509.5,9399.49
3510.5,9399.49
3511.5,9399.49
3512.5,9399.49
3513.5,9399.49
3514.5,9399.49
3515.5,9399.49
3516.5,9399.49
3517.5,9399.49
3518.5,9399.49
3519.5,9399.49
3520.5,9399.49
3521.5,9399.49
3522.5,9399.49
3523.5,9399.49
3524.5,9399.49
3525.5,9399.49
3526.5,9399.49
3527.5,9399.49
3528.5,9399.49
3529.5,9399.49
3530.5,9399.49
3531.5,9399.49
3532.5,9399.49
3533.5,9399.49
3534.5,9399.49
3535.5,9399.49
3536.5,9399.49
3537.5,9399.49
3538.5,9399.49
3539.5,9399.49
3540.5,9399.49
3541.5,9399.49
3542.5,9399.49
3543.5,9399.49
3544.5,9399.49
3545.5,9399.49
3546.5,9399.49
3547.5,9399.49
3548.5,9399.49
3549.5,9399.49
3550.5,9399.49
3551.5,9399.49
3552.5,9399.49
3553.5,9399.49
3554.5,9399.49
3555.5,9399.49
3556.5,9399.49
3557.5,9399.49
3558.5,9399.49
3559.5,9399.49
3560.5,9399.49
3561.5,9399.49
3562.5,9399.49
3563.5,9399.49
3564.5,9399.49
3565.5,9399.49
3566.5,9399.49
3567.5,9399.49
3568.5,9399.49
3569.5,9399.49
3570.5,9399.49
3571.5,9399.49
3572.5,9399.49
3573.5,9399.49
3574.5,9399.49
3575.5,9399.49
3576.5,9399.49
3577.5,9399.49
3578.5,9399.49
3579.5,9399.49
3580.5,9399.49
3581.5,9399.49
3582.5,9399.49
3583.5,9399.49
3584.5,9399.49
3585.5,9399.49
3586.5,9399.49
3587.5,9399.49
3588.5,9399.49
3589.5,9399.49
3590.5,9399.49
3591.5,9399.49
3592.5,9399.49
3593.5,9399.49
3594.5,9399.49
3595.5,9399.49
3596.5,9399.49
3597.5,9399.49
3598.5,9399.49
3599.5,9399.49
3600.5,9399.49
3601.5,9399.49
3602.5,9399.49
3603.5,9399.49
3604.5,9399.49
3605.5,9399.49
3606.5,9399.49
3607.5,9399.49
3608.5,9399.49
3609.5,9399.49
3610.5,9399.49
3611.5,9399.49
3612.5,9399.49
3613.5,9399.49
3614.5,9399.49
3615.5,9399.49
3616.5,9399.49
3617.5,9399.49
3618.5,9399.49
3619.5,9399.49
3620.5,9399.49
3621.5,9399.49
3622.5,9399.49
3623.5,9399.49
3624.5,9399.49
3625.5,9399.49
3626.5,9399.49
3627.5,9399.49
3628.5,9399.49
3629.5,9399.49
3630.5,9399.49
3631.5,9399.49
3632.5,9399.49
3633.5,9399.49
3634.5,9399.49
3635.5,9399.49
3636.5,9399.49
3637.5,9399.49
3638.5,9399.49
3639.5,9399.49
3640.5,9399.49
3641.5,9399.49
3642.5,9399.49
3643.5,9399.49
3644.5,9399.49
3645.5,9399.49
3646.5,9399.49
3647.5,9399.49
3648.5,9399.49
3649.5,9399.49
3650.5,9399.49
3651.5,9399.49
3652.5,9399.49
3653.5,9399.49
3654.5,9399.49
3655.5,9399.49
3656.5,9399.49
3657.5,9399.49
3658.5,9399.49
3659.5,9399.49
3660.5,9399.49
3661.5,9399.49
3662.5,9399.49
3663.5,9399.49
3664.5,9399.49
3665.5,9399.49
3666.5,9399.49
3667.5,9399.49
3668.5,9399.49
3669.5,9399.49
3670.5,9399.49
3671.5,9399.49
3672.5,9399.49
3673.5,9399.49
3674.5,9399.49
3675.5,9399.49
3676.5,9399.49
3677.5,9399.49
3678.5,9399.49
3679.5,9399.49
3680.5,9399.49
3681.5,9399.49
3682.5,9399.49
3683.5,9399.49
3684.5,9399.49
3685.5,9399.49
3686.5,9399.49
3687.5,9399.49
3688.5,9399.49
3689.5,9399.49
3690.5,9399.49
3691.5,9399.49
3692.5,9399.49
3693.5,9399.49
3694.5,9399.49
3695.5,9399.49
3696.5,9399.49
3697.5,9399.49
3698.5,9399.49
3699.5,9399.49
3700.5,9399.49
3701.5,9399.49
3702.5,9399.49
3703.5,9399.49
3704.5,9399.49
3705.5,9399.49
3706.5,9399.49
3707.5,9399.49
3708.5,9399.49
3709.5,9399.49
3710.5,9399.49
3711.5,9399.49
3712.5,9399.49
3713.5,9399.49
3714.5,9399.49
3715.5,9399.49
3716.5,9399.49
3717.5,9399.49
3718.5,9399.49
3719.5,9399.49
3720.5,9399.49
3721.5,9399.49
3722.5,9399.49
3723.5,9399.49
3724.5,9399.49
3725.5,9399.49
3726.5,9399.49
3727.5,9399.49
3728.5,9399.49
3729.5,9399.49
3730.5,9399.49
3731.5,9399.49
3732.5,9399.49
3733.5,9399.49
3734.5,9399.49
3735.5,9399.49
3736.5,9399.49
3737.5,9399.49
3738.5,9399.49
3739.5,9399.49
3740.5,9399.49
3741.5,9399.49
3742.5,9399.49
3743.5,9399.49
3744.5,9399.49
3745.5,9399.49
3746.5,9399.49
3747.5,9399.49
3748.5,9399.49
3749.5,9399.49
3750.5,9399.49
3751.5,9399.49
3752.5,9399.49
3753.5,9399.49
3754.5,9399.49
3755.5,9399.49
3756.5,9399.49
3757.5,9399.49
3758.5,9399.49
3759.5,9399.49
3760.5,9399.49
3761.5,9399.49
3762.5,9399.49
3763.5,9399.49
3764.5,9399.49
3765.5,9399.49
3766.5,9399.49
3767.5,9399.49
3768.5,9399.49
3769.5,9399.49
3770.5,9399.49
3771.5,9399.49
3772.5,9399.49
3773.5,9399.49
3774.5,9399.49
3775.5,9399.49
3776.5,9399.49
3777.5,9399.49
3778.5,9399.49
3779.5,9399.49
3780.5,9399.49
3781.5,9399.49
3782.5,9399.49
3783.5,9399.49
3784.5,9399.49
3785.5,9399.49
3786.5,9399.49
3787.5,9399.49
3788.5,9399.49
3789.5,9399.49
3790.5,9399.49
3791.5,9399.49
3792.5,9399.49
3793.5,9399.49
3794.5,9399.49
3795.5,9399.49
3796.5,9399.49
3797.5,9399.49
3798.5,9399.49
3799.5,9399.49
3800.5,9399.49
3801.5,9399.49
3802.5,9399.49
3803.5,9399.49
3804.5,9399.49
3805.5,9399.49
3806.5,9399.49
3807.5,9399.49
3808.5,9399.49
3809.5,9399.49
3810.5,9399.49
3811.5,9399.49
3812.5,9399.49
3813.5,9399.49
3814.5,9399.49
3815.5,9399.49
3816.5,9399.49
3817.5,9399.49
3818.5,9399.49
3819.5,9399.49
3820.5,9399.49
3821.5,9399.49
3822.5,9399.49
3823.5,9399.49
3824.5,9399.49
3825.5,9399.49
3826.5,9399.49
3827.5,9399.49
3828.5,9399.49
3829.5,9399.49
3830.5,9399.49
3831.5,9399.49
3832.5,9399.49
3833.5,9399.49
3834.5,9399.49
3835.5,9399.49
3836.5,9399.49
3837.5,9399.49
3838.5,9399.49
3839.5,9399.49
3840.5,9399.49
3841.5,9399.49
3842.5,9399.49
3843.5,9399.49
3844.5,9399.49
3845.5,9399.49
3846.5,9399.49
3847.5,9399.49
3848.5,9399.49
3849.5,9399.49
3850.5,9399.49
3851.5,9399.49
3852.5,9399.49
3853.5,9399.49
3854.5,9399.49
3855.5,9399.49
3856.5,9399.49
3857.5,9399.49
3858.5,9399.49
3859.5,9399.49
3860.5,9399.49
3861.5,9399.49
3862.5,9399.49
3863.5,9399.49
3864.5,9399.49
3865.5,9399.49
3866.5,9399.49
3867.5,9399.49
3868.5,9399.49
3869.5,9399.49
3870.5,9399.49
3871.5,9399.49
3872.5,9399.49
3873.5,9399.49
3874.5,9399.49
3875.5,9399.49
3876.5,9399.49
3877.5,9399.49
3878.5,9399.49
3879.5,9399.49
3880.5,9399.49
3881.5,9399.49
3882.5,9399.49
3883.5,9399.49
3884.5,9399.49
3885.5,9399.49
3886.5,9399.49
3887.5,9399.49
3888.5,9399.49
3889.5,9399.49
3890.5,9399.49
3891.5,9399.49
3892.5,9399.49
3893.5,9399.49
3894.5,9399.49
3895.5,9399.49
3896.5,9399.49
3897.5,9399.49
3898.5,9399.49
3899.5,9399.49
3900.5,9399.49
3901.5,9399.49
3902.5,9399.49
3903.5,9399.49
3904.5,9399.49
3905.5,9399.49
3906.5,9399.49
3907.5,9399.49
3908.5,9399.49
3909.5,9399.49
3910.5,9399.49
3911.5,9399.49
3912.5,9399.49
3913.5,9399.49
3914.5,9399.49
3915.5,9399.49
3916.5,9399.49
3917.5,9399.49
3918.5,9399.49
3919.5,9399.49
3920.5,9399.49
3921.5,9399.49
3922.5,9399.49
3923.5,9399.49
3924.5,9399.49
3925.5,9399.49
3926.5,9399.49
3927.5,9399.49
3928.5,9399.49
3929.5,9399.49
3930.5,9399.49
3931.5,9399.49
3932.5,9399.49
3933.5,9399.49
3934.5,9399.49
3935.5,9399.49
3936.5,9399.49
3937.5,9399.49
3938.5,9399.49
3939.5,9399.49
3940.5,9399.49
3941.5,9399.49
3942.5,9399.49
3943.5,9399.49
3944.5,9399.49
3945.5,9399.49
3946.5,9399.49
3947.5,9399.49
3948.5,9399.49
3949.5,9399.49
3950.5,9399.49
3951.5,9399.49
3952.5,9399.49
3953.5,9399.49
3954.5,9399.49
3955.5,9399.49
3956.5,9399.49
3957.5,9399.49
3958.5,9399.49
3959.5,9399.49
3960.5,9399.49
3961.5,9399.49
3962.5,9399.49
3963.5,9399.49
3964.5,9399.49
3965.5,9399.49
3966.5,9399.49
3967.5,9399.49
3968.5,9399.49
3969.5,9399.49
3970.5,9399.49
3971.5,9399.49
3972.5,9399.49
3973.5,9399.49
3974.5,9399.49
3975.5,9399.49
3976.5,9399.49
3977.5,9399.49
3978.5,9399.49
3979.5,9399.49
3980.5,9399.49
3981.5,9399.49
3982.5,9399.49
3983.5,9399.49
3984.5,9399.49
3985.5,9399.49
3986.5,9399.49
3987.5,9399.49
3988.5,9399.49
3989.5,9399.49
3990.5,9399.49
3991.5,9399.49
3992.5,9399.49
3993.5,9399.49
3994.5,9399.49
3995.5,9399.49
3996.5,9399.49
3997.5,9399.49
3998.5,9399.49
3999.5,9399.49
