Reference,Sample ,U-Pb (Ma) , δ18O ,±2s
27,BW0902@8 ,234,7.8,0.4
27,BW0902@9 ,234,8.9,0.3
10,1746-09 ,236,6.3,0.8
10,2346-32 ,236,6.2,0.5
19,08LL04 37 ,236,-0.2,0.4
19,08LL04 60 ,237,5.7,0.3
19,08LL07 47 ,237,3.7,0.4
10,2346-44 ,238,7.3,0.4
19,08LL04 41 ,239,4.9,0.2
10,1746-12 ,241,6,0.8
10,1746-48a ,241,5.7,0.4
10,2346-14 ,242,6.8,0.4
10,2346-21 ,242,7.5,0.5
10,2606-18 ,242,6.7,0.4
10,1746-14 ,243,6.5,0.8
19,08LL05 13 ,243,1.8,0.2
10,2346-11 ,245,5.8,0.5
10,2346-25 ,245,8.1,0.5
10,2346-27 ,245,6.6,0.5
65,BB-86 16 ,245,7.7,0.3
19,08LL07 34 ,246,4.5,0.4
10,1746-23 ,247,6.1,0.6
10,1746-48b ,247,5.7,0.5
10,2606-28 ,247,7.7,0.4
10,1746-03 ,248,7.2,0.8
10,2346-37 ,248,7.1,0.4
19,08LL04 47 ,253,-3.1,0.3
19,08LL05 45 ,255,4.9,0.3
37,07SC49@91 ,256,6,0.4
37,07SC51-1@02 ,259,6.7,0.5
19,08LL05 43 ,260,0.9,0.3
37,07SC51-1@44 ,261,6.2,0.5
19,08LL05 44 ,262,-7,0.4
60,p11-116 ,263,5.3,0.3
37,07SC51-1@92 ,265,7.8,0.2
37,07SC51-1@35 ,266,8,0.2
60,pll-140 ,266,7.4,0.4
19,08LL04 30 ,267,3.9,0.3
18,CNG2-anu-zrn-b-051 ,268,6.9,0.6
18,CNG2-anu-zrn-b-132 ,270,7.6,0.6
37,07SC49@35 ,273,6.2,0.3
56,NA3 ,275,6.2,
18,CNG2-anu-zrn-b-057 ,278,6.9,0.6
37,07SC49@23 ,279,7.3,0.4
10,2346-08 ,280,4.4,0.4
37,07SC65@27 ,280,8.4,0.3
60,VGt-563 ,280,9.8,0.3
19,08LL07 57 ,282,7.4,0.5
37,07SC49@36 ,283,6.1,0.3
37,07SC49@62 ,283,6.3,0.5
10,2346-17 ,284,8.7,0.5
10,2346-42 ,284,5,0.4
37,07SC49@07 ,284,7.2,0.3
37,07SC49@56 ,285,9.3,0.5
37,07SC65@68 ,286,7.3,0.6
37,07SC49@43 ,289,6.8,0.3
60,vgt-083 ,289,5.5,0.2
37,07SC65@98 ,290,5.7,0.4
37,07SC65@74 ,294,10.8,0.4
37,07SC49@63 ,297,10.2,0.4
37,07SC65@23 ,297,6.4,0.3
37,07SC65@84 ,298,8.7,0.4
60,vgt-137 ,298,6.5,0.2
19,08LL04 1 ,299,-6.1,0.3
37,07SC49@75 ,301,10.3,0.5
18,NIL-anu-zrn-b-062 ,301,3.7,0.9
10,1774-76 ,303,6.5,0.7
37,07SC49@95 ,303,6,0.4
10,2346-33 ,304,5.8,0.5
10,2346-34 ,305,4.2,0.5
37,07SC65@45 ,305,10.5,0.6
60,p11-131 ,306,8.3,0.4
18,CNG2-anu-zrn-b-117 ,306,6.8,0.6
10,2346-01a ,308,6.4,0.5
10,2346-23 ,308,7,0.5
37,07SC65@46 ,308,10.1,0.3
10,1746-18 ,309,4.7,0.6
10,1774-82a ,309,6.2,0.6
10,2346-24 ,310,7,0.5
56,52,310,6.2,
10,1774-82b ,312,6,0.6
10,1746-65 ,313,5.6,0.4
10,2346-10 ,313,6.9,0.4
10,2346-15 ,313,7.8,0.4
10,2346-28 ,313,7.7,0.8
10,2346-07 ,314,7.3,0.4
62,WS02-6 ,314,7.5,0.28
10,1774-78 ,316,5.7,0.6
56,NA4 ,316,7.8,
10,2346-01b ,317,6,0.4
60,vgt-104 ,319,5.5,0.2
10,1746-22 ,320,6,0.6
10,1774-65a ,321,6.2,0.7
10,2346-46 ,321,5.3,0.4
10,2346-06 ,322,6.6,0.4
10,2346-36 ,323,6.7,0.4
19,08LL05 31 ,323,1.8,0.3
19,08LL06 21 ,324,2.5,0.4
10,1774-65b ,325,5.8,0.7
10,2346-45 ,330,4.5,0.4
19,08LL07 51 ,330,5,0.4
10,2346-03 ,331,4.5,0.5
10,2346-04 ,332,5.8,0.4
65,BB-86 5 ,332,5.7,0.3
10,2641-31 ,334,7.2,0.6
10,2346-22 ,335,5.5,0.5
10,2346-35 ,335,4.7,0.4
18,CNG2-anu-zrn-b-099 ,335,5.8,0.6
10,1774-84 ,337,6.4,0.7
19,08LL05 46 ,338,4.7,0.3
60,vgt-143 ,340,5.9,0.2
60,VGt-550 ,341,8.1,0.4
10,2346-20 ,342,5.5,0.5
19,08LL07 35 ,343,6,0.3
60,VGt-353 ,343,6.9,0.2
10,1746-02 ,345,6,0.8
60,vgt-090 ,345,4,0.2
60,vgt-141 ,345,8,0.2
60,VGt-439 ,345,6.3,0.4
19,08LL07 26 ,346,6,0.4
56,AB-123 ,346,5.5,
60,VGt-489 ,347,5.5,0.4
10,1746-15 ,349,6,0.7
60,VGt-436 ,349,5.4,0.4
10,2346-09 ,351,7.2,0.4
60,VGt-399 ,351,5.4,0.4
60,VGt-507 ,351,6.6,0.2
60,vgt-079 ,352,6.6,0.2
60,vgt-089 ,352,6.5,0.2
60,vgt-092 ,353,6,0.2
60,vgt-084 ,354,5.2,0.2
60,VGt-543 ,354,5.2,0.4
65,BB-86 20 ,354,5.5,0.2
60,vgt-139 ,355,7.8,0.2
10,1774-26 ,356,6.4,0.6
60,vgt-103 ,357,5.6,0.2
60,VGt-470 ,357,6.3,0.4
60,VGt-516 ,359,7,0.2
37,07SC49@32 ,360,9.9,0.3
37,07SC65@8 ,360,7.5,0.3
60,vgt-107 ,360,3.3,0.3
37,07SC49@20 ,361,10.9,0.3
37,07SC65@89 ,361,5.8,0.4
59, M0-1252  ,361,6.2,0.1
59, M0-1118  ,362,7.7,0.3
37,07SC65@24 ,365,6.9,0.3
37,07SC65@25 ,365,7.3,0.3
10,2641-04 ,366,6.5,0.5
37,07SC65@66 ,367,5.6,0.5
37,07SC65@70 ,368,7.4,0.5
37,07SC65@75 ,370,7,0.5
62,WS02-3 ,370,8.2,0.23
10,2346-39 ,371,9,0.4
37,07SC49@28 ,371,9.8,0.3
37,07SC65@1 ,371,10.8,0.5
37,07SC65@14 ,371,6.6,0.4
37,07SC65@94 ,371,7.6,0.4
59, M0-1300  ,371,9.1,0.2
10,1746-53 ,372,6.1,0.4
37,07SC65@55 ,372,6,0.2
37,07SC65@73 ,372,6.7,0.3
37,07SC65@93 ,372,7.5,0.4
59, M0-1055  ,372,6.7,0.4
10,2346-16 ,373,7,0.4
37,07SC65@42 ,373,6.6,0.3
37,07SC65@85 ,373,5.5,0.4
10,2346-02 ,375,4.1,0.4
21,,375,4,0.3
21,,375,4.1,0.4
21,,375,4.2,0.3
21,,375,4.5,0.4
21,,375,4.9,0.3
21,,375,4.9,0.4
21,,375,4.9,0.3
21,,375,4.9,0.4
21,,375,5,0.4
21,,375,5.1,0.4
21,,375,5.3,0.3
21,,375,5.8,0.4
37,07SC65@51 ,378,5.6,0.4
37,07SC65@67 ,378,10.9,0.3
10,2346-13 ,383,6.9,0.5
37,07SC65@61 ,383,6.5,0.3
10,2346-31 ,388,7,0.5
10,2346-05 ,392,10.6,0.4
37,07SC49@88 ,392,6.5,0.5
10,2641-52 ,393,9.1,0.6
10,2641-05 ,394,7.8,0.6
10,2606-23 ,395,6.1,0.4
19,08LL07 53 ,395,6,0.4
10,2346-12 ,397,7.7,0.4
19,08LL07 49 ,399,6.1,0.4
10,2346-41 ,400,6.5,0.4
10,2641-11 ,400,7.3,0.5
37,07SC65@15 ,400,8.5,0.4
37,07SC65@90 ,400,9,0.3
56,PAM-07 ,400,9.1,
10,1774-10b ,401,11.9,0.6
18,CNG2-anu-zrn-b-105 ,402,6.5,0.6
10,2606-04 ,402,6.7,0.4
10,2641-25 ,402,8.1,0.7
10,2641-16 ,405,9.1,0.9
59, M0-1240  ,405,3.1,0.2
59, M0-906  ,407,6.5,0.2
10,1746-11 ,409,9.4,0.8
10,2641-58 ,412,5.5,0.9
10,2606-02 ,414,8,0.4
21,414,6.3,0.4,
21,414,6.4,0.3,
21,414,6.4,0.3,
21,414,6.4,0.3,
21,414,6.5,0.3,
21,414,6.5,0.3,
21,414,6.5,0.5,
21,414,6.5,0.3,
21,414,6.5,0.3,
21,414,6.6,0.4,
21,414,6.6,0.3,
21,414,6.6,0.3,
21,414,6.6,0.3,
21,414,6.7,0.5,
21,414,6.7,0.3,
21,414,6.7,0.4,
21,414,6.7,0.5,
21,414,6.7,0.3,
21,414,6.7,0.3,
21,414,6.7,0.2,
21,414,6.8,0.3,
21,414,6.8,0.2,
21,414,6.8,0.4,
21,414,6.8,0.3,
21,414,6.8,0.3,
21,414,6.8,0.2,
21,414,6.8,0.3,
21,414,6.8,0.3,
21,414,6.8,0.2,
21,414,6.8,0.3,
21,414,6.8,0.3,
21,414,6.8,0.3,
21,414,6.8,0.4,
21,414,6.9,0.4,
21,414,6.9,0.2,
21,414,6.9,0.3,
21,414,6.9,0.2,
21,414,6.9,0.5,
21,414,6.9,0.5,
21,414,7,0.3,
21,414,7,0.3,
21,414,7,0.3,
21,414,7,0.3,
21,414,7,0.4,
21,414,7,0.4,
21,414,7,0.4,
21,414,7,0.5,
21,414,7,0.4,
21,414,7.1,0.2,
21,414,7.1,0.3,
21,414,7.1,0.3,
21,414,7.1,0.3,
21,414,7.1,0.4,
21,414,7.2,0.3,
21,414,7.2,0.4,
21,414,7.2,0.3,
21,414,7.2,0.4,
21,414,7.2,0.4,
21,414,7.2,0.4,
21,414,7.2,0.3,
21,414,7.2,0.4,
21,414,7.3,0.3,
21,414,7.3,0.2,
21,414,7.3,0.4,
21,414,7.3,0.3,
21,414,7.3,0.4,
21,414,7.3,0.5,
21,414,7.4,0.3,
21,414,7.4,0.3,
21,414,7.4,0.4,
21,414,7.4,0.4,
21,414,7.4,0.3,
21,414,7.5,0.2,
21,414,7.5,0.2,
21,414,7.5,0.3,
21,414,7.5,0.2,
21,414,7.6,0.4,
21,414,7.6,0.3,
21,414,7.6,0.3,
21,414,7.7,0.4,
21,414,7.7,0.4,
21,414,7.8,0.2,
21,414,7.9,0.4,
21,414,7.9,0.7,
21,,414,7.9,0.3
57,Temora-1 ,417,7.9,
57,Temora-2 ,417,8.2,
10,2606-12 ,418,7.4,0.4
10,2606-19 ,419,8.2,0.4
57,R33 ,419,5.6,
19,08LL06 31 ,420,7.3,0.4
37,07SC49@31 ,420,8.1,0.3
37,07SC49@80 ,420,5.9,0.3
60,VGt-560 ,426,11.9,0.2
37,07SC49@41 ,427,9.1,0.2
21,,428,8.8,0.8
21,,428,9.1,0.5
21,,428,9.1,0.5
21,,428,9.2,0.8
21,,428,9.2,0.7
21,,428,9.2,0.6
21,,428,9.2,0.7
21,,428,9.2,0.8
21,,428,9.3,0.4
21,,428,9.5,0.6
21,,428,9.8,0.4
21,,428,9.8,0.7
21,,428,10.3,0.6
21,,428,10.9,0.4
21,,430,7.4,0.5
21,,430,7.9,0.6
21,,430,7.9,0.6
21,,430,7.9,0.8
21,,430,8,0.7
21,,430,8,0.7
21,,430,8,0.6
21,,430,8,0.6
21,,430,8,0.4
21,,430,8.1,0.5
21,,430,8.1,0.4
21,,430,8.7,0.7
21,,430,8.7,0.3
21,,430,8.7,0.5
21,,430,8.8,0.6
21,,430,8.8,0.4
21,,430,8.8,0.6
21,,430,8.8,0.4
21,,430,8.9,0.3
21,,430,8.9,0.6
21,,430,9,0.7
21,,430,9,0.8
21,,430,9.1,0.2
21,,430,9.1,0.7
21,,430,9.2,0.5
21,,430,9.2,0.5
21,,430,9.3,0.3
21,,430,9.3,0.5
21,,430,9.4,0.8
21,,430,9.5,0.3
21,,430,9.5,0.7
21,,430,9.5,0.4
21,,430,9.9,0.6
21,,430,10,0.7
60,VGt-531 ,430,8.4,0.4
10,1746-08 ,431,8.2,0.8
10,2641-61 ,431,6.8,0.3
56,SAZ-0 ,431,8.6,
19,08LL07 32 ,433,5.7,0.3
37,07SC49@86 ,435,5.5,0.5
19,08LL07 4 ,437,3.6,0.3
37,07SC49@67 ,437,7.8,0.4
37,07SC49@09 ,439,7.1,0.4
37,07SC49@34 ,439,5.7,0.3
37,07SC49@45 ,439,5.5,0.3
37,07SC49@47 ,440,6.6,0.3
60,sey-70 ,440,7.3,0.6
19,08LL05 48 ,441,6.3,0.3
37,07SC65@87 ,441,7.8,0.3
20,BB6.10 ,442,7,0.3
20,KK1.4 ,442,8.8,0.5
37,07SC49@78 ,442,6.7,0.5
37,07SC49@25 ,443,6,0.3
37,07SC49@61 ,443,6.8,0.3
20,BB6.18 ,444,7.5,0.5
60,sey-21 ,444,5.1,0.6
19,08LL04 48 ,445,1.6,0.5
37,07SC49@04 ,446,5.6,0.4
37,07SC49@51 ,446,6.2,0.5
37,07SC49@48 ,447,5.6,0.4
62,FS07-9 ,447,7.9,0.32
37,07SC49@73 ,448,6.6,0.4
56,AB-27 ,448,8.4,
20,KK1.23 ,449,7.4,0.3
37,07SC49@29 ,449,7,0.3
20,BB1.8 ,450,8.1,0.7
60,sey-69 ,450,9.7,0.6
60,VGt-441 ,451,4.8,0.4
18,ZMB2-anu-zrn-b-01 ,451,6.6,0.6
60,sey-54 ,452,7.3,0.6
60,sey-05 ,454,7,0.6
20,KK1.6 ,456,5.8,0.4
19,08LL06 9 ,457,4.7,0.3
21,,457,4.7,0.3
21,,457,4.9,0.4
21,,457,5,0.3
21,,457,5,0.3
21,,457,5,0.3
21,,457,5,0.3
21,,457,5.1,0.3
21,,457,5.1,0.2
21,,457,5.1,0.3
21,,457,5.1,0.3
21,,457,5.2,0.4
21,,457,5.2,0.4
21,,457,5.3,0.2
21,,457,5.3,0.2
21,,457,5.4,0.2
21,,457,5.5,0.3
21,,457,5.5,0.2
21,,457,5.6,0.2
21,,457,5.6,0.3
21,,457,5.9,0.2
60,sey-71 ,457,11,0.6
10,2436-74 ,458,7.9,0.4
20,BB3.3.14 ,460,9,0.5
37,07SC51-1@51 ,462,6.6,0.3
5,RNZ20 ,463,7.5,
18,ZMB2-anu-zrn-b-69 ,464,7.6,0.6
10,1774-62 ,464,7.7,0.7
10,2606-21 ,464,8.4,0.4
37,07SC65@54 ,464,7.8,0.4
37,07SC49@72 ,465,5.3,0.3
59, M0-1202  ,466,5.7,0.1
10,2606-14 ,467,8,0.4
10,1746-17 ,468,7.5,0.6
37,07SC49@76 ,468,5.2,0.3
37,07SC65@69 ,469,5.1,0.2
20,BB3.3.12 ,470,8.6,0.4
37,07SC65@33 ,470,6,0.4
10,2641-17 ,471,10.9,1.4
10,2641-48 ,473,9.3,0.4
20,KK1.3a ,473,9.4,0.4
20,KK1.3b ,473,10.5,0.4
37,07SC49@19 ,473,5.5,0.4
10,2606-39 ,474,5.3,0.4
10,2436-32 ,475,6.9,0.4
10,2641-35 ,475,9.1,0.6
10,2641-56 ,475,8.7,0.3
10,2641-18 ,476,10,0.4
10,1774-12 ,477,8,0.5
10,2641-03 ,477,6.8,0.5
37,07SC49@92 ,479,5,0.4
10,2641-47 ,480,8.7,0.3
19,08LL07 50 ,480,6.6,0.5
26,95BR-157 ,480,4.9,
20,BB6.1a ,481,7.1,0.5
18,ZMB2-anu-zrn-b-52 ,481,12.8,0.6
10,1774-100 ,482,9.6,0.5
10,2436-45a ,482,11.4,0.3
10,2641-01 ,482,6.6,0.5
60,sey-01 ,482,5,0.6
59, M0-1074  ,483,4.3,0.4
60,sey-03 ,483,6.8,0.6
18,ZMB2-anu-zrn-b-29 ,483,5.8,0.6
18,ORG2-anu-zrn-b-52 ,486,5.5,0.6
18,ZMB2-anu-zrn-b-15 ,486,6.5,0.6
10,1774-64 ,488,8.4,0.7
10,1746-16 ,489,6,0.6
10,2436-01 ,489,8.2,0.4
10,2436-29a ,489,7,0.6
60,sey-15 ,489,4.4,0.6
18,CNG2-anu-zrn-b-129 ,490,6.7,0.6
18,ZMB2-anu-zrn-b-16 ,490,7.2,0.6
20,CM1.16 ,490,5.6,0.4
18,ZMB2-anu-zrn-b-33 ,491,7.9,0.6
20,BB6.20 ,491,8.2,0.3
10,1746-37 ,492,8.9,0.4
20,CM1.20 ,492,7.5,0.4
18,CNG2-anu-zrn-b-050 ,493,7.9,0.6
10,1774-37 ,493,8.4,0.5
10,2436-20 ,493,10.7,0.6
18,ZMB2-anu-zrn-b-09 ,494,6.7,0.6
18,ORG2-anu-zrn-b-31 ,494,7.8,0.6
20,BB6.21 ,495,9.6,0.4
20,HV1.18 ,495,8.3,0.6
10,2436-29b ,496,6.1,0.6
10,1746-51 ,497,6.5,0.5
18,ORG2-anu-zrn-b-59 ,498,10.7,0.6
10,1774-86 ,500,5.1,0.5
20,CM1.L8.1 ,500,6.7,0.4
56,GCZ-1 ,500,8.6,
20,CM1.13 ,501,9.6,0.7
59, M0-1203  ,501,6.8,0.2
18,ZMB2-anu-zrn-b-17 ,501,5,0.6
10,1774-51 ,503,9.7,0.5
10,2436-62 ,503,12.3,0.4
20,BB3.3.1 ,504,9.8,0.4
18,ORG2-anu-zrn-b-44 ,505,6.3,0.6
20,BB3.3.25 ,506,9.4,0.6
18,CNG2-anu-zrn-b-065 ,507,11.6,0.6
10,1774-56 ,507,7.2,0.7
10,2346-38 ,507,7.5,0.4
10,2436-25 ,507,10.9,0.5
10,2436-41 ,509,8.8,0.4
10,2641-43 ,509,7.8,0.6
20,BB1.5 ,509,7.9,0.2
18,ORG2-anu-zrn-b-48 ,510,7.7,0.6
21,,510,6.8,0.2
21,,510,6.9,0.3
21,,510,6.9,0.4
21,,510,6.9,0.4
21,,510,7,0.2
21,,510,7.2,0.2
21,,510,7.2,0.3
21,,510,7.2,0.3
21,,510,7.2,0.3
21,,510,7.4,0.2
21,,510,7.4,0.3
21,,510,7.4,0.3
21,,510,7.4,0.4
21,,510,7.4,0.2
21,,510,7.5,0.3
21,,510,8,0.3
21,,510,8.1,0.3
56,32712 URPR 36 ,510,8.5,
18,ORG2-anu-zrn-b-38 ,510,10.1,0.6
10,1774-28b ,511,5.4,0.6
10,1774-46 ,511,10.8,0.6
10,1774-69a ,511,6.8,0.6
10,2436-46 ,511,8.4,0.3
10,1746-24 ,512,6,0.6
10,1774-18 ,512,8.8,0.6
10,1774-95 ,512,8.6,0.5
10,1774-97 ,512,8.6,0.5
10,2606-43 ,512,5.8,0.4
47,PMOG-233_33-43 ,512,9.2,0.3
10,1774-69b ,513,7,0.7
18,NIL-anu-zrn-b-088 ,514,8.5,0.5
20,KK1.21a ,514,7.3,0.6
20,KK1.21b ,514,7.4,0.6
37,07SC65@76 ,514,6.8,0.2
60,sey-52 ,514,6.5,0.6
18,ORG2-anu-zrn-b-61 ,514,6.9,0.6
18,CNG2-anu-zrn-b-095 ,514,11,0.6
18,ORG2-anu-zrn-b-26 ,515,9.1,1
21,,515,5.8,0.4
21,,515,5.8,0.3
21,,515,6.1,0.2
21,,515,6.1,0.3
21,,515,6.1,0.3
21,,515,6.2,0.2
21,,515,6.3,0.4
21,,515,6.4,0.3
21,,515,6.4,0.2
21,,515,6.4,0.2
21,,515,6.5,0.3
21,,515,6.6,0.4
21,,515,6.6,0.2
21,,515,6.7,0.3
21,,515,6.7,0.3
21,,515,6.7,0.3
21,,515,6.8,0.4
21,,515,7,0.3
21,,515,7.2,0.2
21,,515,7.2,0.2
10,2436-44 ,516,8.1,0.3
10,1774-98 ,517,9.6,0.6
10,2436-33 ,517,8.7,0.4
60,sey-11 ,517,5.6,0.6
18,CNG2-anu-zrn-b-042 ,518,6,0.6
10,1746-32 ,518,6.9,0.5
10,2436-02 ,518,8,0.6
10,1774-87 ,519,8.2,0.5
10,2606-05a ,520,8,0.4
10,2606-34 ,520,9,0.4
47,PMOG-233_33-34 ,520,10.6,0.3
18,ZMB2-anu-zrn-b-44 ,521,8.2,1
10,1774-90 ,521,7.6,0.5
60,VGt-512 ,521,6.6,0.2
18,ORG2-anu-zrn-b-69 ,522,7.3,0.5
18,NIL-anu-zrn-b-081 ,522,6.5,0.5
10,1746-28 ,522,6.3,0.5
10,1774-05 ,522,9.5,0.7
10,1774-30 ,522,6,0.6
10,1774-52 ,522,6.5,0.7
10,1774-88 ,522,6.9,0.5
10,2436-34 ,522,7.5,0.4
10,2436-40 ,522,12.4,0.4
10,2641-27 ,522,7.2,0.7
19,08LL06 57 ,522,4.5,0.3
10,1746-46 ,523,6.2,0.4
10,2436-06 ,523,7.9,0.4
19,08LL07 14 ,523,5.9,0.3
47,PMOG-233_33-35 ,523,9.3,0.3
18,NIL-anu-zrn-b-045 ,523,8.2,0.9
10,1774-58 ,524,11.8,0.7
10,2606-37a ,524,9.8,0.7
10,1774-09 ,525,10.2,0.7
10,1774-96 ,525,9.5,0.5
18,ZMB2-anu-zrn-b-20 ,526,11.3,0.6
10,1746-25 ,527,5.7,0.6
10,1774-53 ,527,8.1,0.7
10,1774-60 ,527,8.6,0.6
10,2436-18 ,527,6.2,0.7
10,2606-35 ,527,5.8,0.4
10,2641-53 ,527,7.4,0.5
10,1746-40 ,528,6,0.4
10,1774-42 ,528,7.3,0.5
10,1774-99 ,528,8.2,0.5
18,CNG2-anu-zrn-b-123 ,528,7.9,0.6
10,1746-59 ,529,7.1,0.5
10,1774-39 ,529,7.6,0.6
10,2436-87b ,529,4.2,0.4
10,1774-101 ,530,7.7,0.5
10,1774-94b ,530,7.6,0.5
10,2436-87a ,530,4,0.4
10,2641-21 ,530,7,0.5
47,PMOG-233_33-31 ,530,10,0.3
18,ORG2-anu-zrn-b-74 ,531,8.7,0.6
10,1774-22 ,531,10.8,0.6
10,2641-12a ,531,10.1,0.5
10,1746-26 ,532,10,0.4
10,1746-57 ,532,4.8,0.6
10,1774-07b ,532,11,0.6
10,1774-08 ,532,12.6,0.6
18,CNG2-anu-zrn-b-076 ,533,9.1,0.6
10,1774-55 ,533,7.6,0.6
10,1774-67 ,533,7.7,0.6
10,1774-68 ,533,5.8,0.7
10,1774-92 ,533,8.2,0.6
18,CNG2-anu-zrn-b-030 ,534,8.5,0.7
10,1774-29 ,534,8,0.6
10,2436-68 ,534,8,0.4
10,2641-13 ,534,6.4,0.4
20,KK1.1 ,534,10.2,0.5
47,PMOG-233_33-10 ,534,8.9,0.3
56,URPR 4A ,534,8.8,
10,1774-15 ,535,13.9,0.6
10,2641-08 ,535,8,0.5
10,2436-60 ,536,8.7,0.4
10,2606-05b ,536,8,0.3
10,2641-12b ,536,10.2,0.4
59, M0-1004  ,536,5.8,0.3
10,1774-81 ,537,7.6,0.7
10,1746-13 ,538,7.4,0.8
10,1746-35 ,538,6.2,0.5
10,1746-50 ,538,5.3,0.6
10,1774-01 ,538,8.8,0.7
10,1774-35 ,538,6,0.5
18,CNG2-anu-zrn-b-087 ,539,9.7,0.6
10,1774-31 ,539,10.5,0.6
10,2436-69b ,539,6.1,0.4
10,2606-38 ,539,9,0.4
47,PMOG-233_33-20 ,539,7.7,0.3
18,NIL-anu-zrn-b-039 ,540,6.5,0.6
10,1746-45 ,540,8.5,0.4
10,1774-28a ,540,5,0.7
56,FÁBRICA ,540,6.4,
10,1774-45 ,541,7.5,0.5
10,1774-61 ,541,5.5,0.7
10,1746-31 ,542,11.1,0.5
10,1774-13c ,542,9.1,0.6
10,2436-73 ,542,5.9,0.4
10,2641-60 ,542,9.6,0.7
20,BB3.3.18 ,542,5.5,0.6
18,ORG2-anu-zrn-b-09 ,542,10.3,0.8
10,1746-33 ,543,12.5,0.4
10,1746-58 ,543,6.8,0.4
10,1774-41 ,543,8.9,0.5
10,2436-15 ,543,8.1,0.6
18,ORG2-anu-zrn-b-66 ,544,7.8,0.6
10,2436-11 ,544,6.2,0.4
10,2436-58 ,544,9.1,0.4
10,2436-82 ,544,5.9,0.4
10,2606-51 ,544,5.3,0.4
10,2606-55b ,544,6.6,0.4
47,PMOG-233_33-18 ,544,8.6,0.3
47,PMOG-233_33-68 ,544,10.1,0.3
10,1774-06 ,545,7.1,0.8
18,ORG2-anu-zrn-b-75 ,545,6.2,0.6
18,ZMB2-anu-zrn-b-19 ,546,6.9,0.6
18,NGR1-anu-zrn-b-23 ,546,9.8,0.6
10,1774-57 ,546,5.6,0.7
20,BB6.17 ,546,9.2,0.4
10,2436-61 ,547,7.6,0.4
10,2606-44 ,547,8.5,0.4
57,G168 ,547,10.9,
10,1774-04 ,548,9,0.7
10,1774-11 ,548,10.4,0.5
10,2346-26 ,548,8.8,0.5
10,2641-57 ,548,5.2,0.3
18,NGR1-anu-zrn-b-43 ,548,6.8,0.6
18,NIL-anu-zrn-b-011 ,549,7.7,0.6
10,2436-13b ,549,7.2,0.6
18,CNG2-anu-zrn-b-052 ,550,7.1,0.6
10,2436-65 ,550,6,0.4
10,2436-83 ,550,5.9,0.4
10,2606-42 ,550,7.5,0.4
10,2641-39 ,550,14.1,0.6
56,PAM-10 ,550,5.2,
18,NIL-anu-zrn-b-017 ,550,6.7,0.6
10,1746-66 ,551,7.5,0.6
10,1774-94a ,551,7.3,0.5
10,2606-30b ,551,7.4,0.4
10,2606-41 ,551,7,0.5
47,PMOG-233_33-36 ,551,9.2,0.3
59, M0-1125  ,551,5.9,0.4
18,CNG2-anu-zrn-b-088 ,552,7.6,0.6
10,1774-07a ,552,12,0.7
10,1774-13a ,552,8.5,0.6
10,1774-89 ,552,10.7,0.5
10,2436-80 ,552,11,0.4
20,KK1.22 ,552,7.9,0.6
10,1746-44 ,553,8.4,0.4
10,2436-57 ,553,10,0.4
20,BB1.7 ,553,6.6,0.4
18,ZMB2-anu-zrn-b-64 ,553,5.5,0.6
18,ZMB2-anu-zrn-b-13 ,554,6.6,0.6
18,ORG2-anu-zrn-b-24 ,554,8.4,1
10,2436-54b ,554,7,0.4
18,CNG2-anu-zrn-b-091 ,554,9.4,0.6
10,1746-05a ,555,7.1,0.9
10,1774-21 ,555,8.8,0.6
10,2436-54a ,555,7.2,0.4
10,2641-34 ,555,6.2,0.6
18,NGR1-anu-zrn-b-38 ,555,7.9,0.6
10,1746-21 ,556,7.1,0.7
10,1746-38 ,556,6,0.5
10,1774-14 ,556,7.5,0.6
10,1774-19 ,556,8.8,0.6
10,1774-20a ,556,15.5,0.7
20,CM1.1 ,556,8.2,0.3
18,ZMB2-anu-zrn-b-38 ,557,8.9,1
10,1774-54 ,557,9,0.7
20,BB6.16 ,557,7,0.7
18,CNG2-anu-zrn-b-060 ,557,7.3,0.6
10,1774-38 ,558,7.7,0.5
10,2606-37b ,559,10.6,0.4
10,2606-55a ,559,7.3,0.4
18,ORG2-anu-zrn-b-47 ,559,6.5,0.6
18,ORG2-anu-zrn-b-40 ,559,8.6,0.6
18,ORG2-anu-zrn-b-01 ,559,8.9,0.7
18,NIL-anu-zrn-b-043 ,559,8.4,1
18,CNG2-anu-zrn-b-085 ,560,10.1,0.6
10,1774-49 ,560,9.2,0.6
10,2606-30a ,560,7.4,0.4
56,APIUNA ,560,5.8,
56,SUBIDA ,560,5.7,
18,NGR1-anu-zrn-b-26 ,560,7.5,0.6
10,1746-39 ,561,5.6,0.4
10,1774-13b ,561,9.4,0.5
10,1774-20b ,561,15.2,0.6
10,2346-29 ,561,6.8,1
10,2641-59 ,561,13,0.8
20,HV1.v7 ,561,6.6,0.2
18,CNG2-anu-zrn-b-081 ,561,9.5,0.6
10,1746-06 ,562,11.1,0.8
10,1746-47 ,562,8.4,0.4
10,1746-64 ,562,8.6,0.5
10,2436-66 ,562,8.1,0.4
10,2641-49 ,562,7.8,0.3
18,NGR1-anu-zrn-b-33 ,563,9.5,0.6
10,1746-34 ,563,5.1,0.4
20,CM1.7 ,563,5.8,0.5
20,HV1.2 ,563,7.8,0.5
10,2436-14 ,564,9,0.6
10,2436-51 ,564,8.4,0.3
56,HP-41 A ,564,8,
