Database|Continent|Sample_ID|Pb207_Pb206|Pb207_Pb206_2sigma|Pb207_U235|Pb207_U235_2sigma|Pb206_U238|Pb206_U238_2sigma|Pb208_Th232|Pb208_Th232_2sigma|Age_Pb206_Pb207|Age_Pb206_Pb207_2sigma|Age_Pb207_U235|Age_Pb207_U235_2sigma|Age_Pb206_U238|Age_Pb206_U238_2sigma|Age_Pb208_Th232|Age_Pb208_Th232_2sigma|Discordance|Age|Age_2sigma|Th_U|Hf176_Hf177|Hf176_Hf177_2sigma|Lu176_Hf177|Yb176_Hf177|Hf176_Hf177_initial|eHf_initial|eHf_initial_2sigma|Tdm|Tdm_Crustal
TerraneChron|Africa|2135|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281752|0.000011|0.00089554|0.0378134|0.2817347143|-14.0523036041|0.390414265|2.0727677913|2.7210438841
TerraneChron|Africa|2144|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281771|0.000011|0.00118723|0.0493659|0.2817480841|-13.5784176719|0.3903879391|2.0623814465|2.6908241508
TerraneChron|Africa|2145|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281774|0.000011|0.00125156|0.0542463|0.2817498424|-13.5160955161|0.3903837827|2.0617220547|2.6868498634
TerraneChron|Africa|2137|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281776|0.0000099|0.00129293|0.0593839|0.2817510439|-13.4735097849|0.3513429107|2.0611984314|2.6841341688
TerraneChron|Africa|2138|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.28177|0.0000072|0.000905508|0.0394622|0.2817525219|-13.4211221068|0.2555275579|2.0485356606|2.6807934036
TerraneChron|Africa|2134|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281817|0.0000097|0.00146369|0.0577348|0.2817887479|-12.1371104823|0.3441949918|2.0132551215|2.5989119081
TerraneChron|Africa|2143|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281807|0.0000076|0.000748508|0.0318371|0.2817925523|-12.0022638643|0.2696881199|1.9893899494|2.5903127315
TerraneChron|Africa|2140|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281825|0.000012|0.00106132|0.0478721|0.2818045144|-11.5782730515|0.4257961501|1.9808601972|2.5632748129
TerraneChron|Africa|2142|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.28188|0.000013|0.00238202|0.107775|0.2818340222|-10.532381975|0.4611891585|1.9733369147|2.4965782785
TerraneChron|Africa|2136|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281876|0.000013|0.00198547|0.0888626|0.2818376765|-10.4028603653|0.4611957031|1.9578875259|2.488318678
TerraneChron|Africa|2139|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.281964|0.00001|0.00270173|0.124003|0.2819118512|-7.7737730495|0.3546552042|1.8689770151|2.320661628
TerraneChron|Africa|2141|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1024|20.48|NaN|0.28202|0.000013|0.00331302|0.156771|0.2819560521|-6.2070947049|0.4609602156|1.8183315953|2.2207544594
TerraneChron|Africa|2147|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1879|37.58|NaN|0.281626|0.0000097|0.00110509|0.0459812|0.2815865444|-0.0035009415|0.3444284264|2.2581882873|2.486487703
TerraneChron|Africa|2148|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1879|37.58|NaN|0.281631|0.000012|0.000702537|0.0301142|0.281605917|0.6844777514|0.4260894575|2.2277186676|2.4426152621
TerraneChron|Africa|2150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1879|37.58|NaN|0.281657|0.000017|0.00102532|0.0476294|0.2816203925|1.1985472034|0.6035710101|2.2107972159|2.4098330234
TerraneChron|Africa|2146|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1879|37.58|NaN|0.281717|0.000014|0.00180407|0.0821997|0.2816525883|2.3419210384|0.4969526156|2.1725576105|2.3369200079
TerraneChron|Africa|2151|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1879|37.58|NaN|0.28176|0.000014|0.00165844|0.0781241|0.2817007878|4.0536323548|0.4968767746|2.1037947341|2.2277640784
TerraneChron|Africa|2158|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281486|0.000011|0.00149499|0.0672387|0.2814571153|-23.8693232992|0.3907832006|2.4761782658|3.3478492905
TerraneChron|Africa|2153|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281659|0.00001|0.000629998|0.0287709|0.2816468278|-17.1450411188|0.3550392496|2.1853702455|2.9190414274
TerraneChron|Africa|2156|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281671|0.000011|0.000746564|0.0341562|0.2816565756|-16.7995335175|0.3905265363|2.1755991218|2.8970083877
TerraneChron|Africa|2152|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281682|0.0000084|0.00061633|0.0288169|0.2816700919|-16.3204554603|0.2982086182|2.1532457067|2.8664575523
TerraneChron|Africa|2157|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281705|0.000017|0.000757051|0.0354354|0.281690373|-15.6015993933|0.6034681671|2.1296645313|2.8206160594
TerraneChron|Africa|2161|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281705|0.0000055|0.000673622|0.0300411|0.2816919849|-15.5444650503|0.1952397011|2.125041496|2.816972599
TerraneChron|Africa|2163|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281719|0.0000076|0.000745941|0.034606|0.2817045877|-15.0977667856|0.2697723618|2.1098823106|2.7884866249
TerraneChron|Africa|2160|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281748|0.0000084|0.00207865|0.0973586|0.2817078383|-14.9825475059|0.2981387623|2.1447129121|2.7811390848
TerraneChron|Africa|2162|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281727|0.0000097|0.000799783|0.0375776|0.2817115474|-14.8510825028|0.3443049477|2.1018785468|2.7727555539
TerraneChron|Africa|2154|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281728|0.000013|0.000807032|0.0384625|0.2817124073|-14.8206022209|0.4614379827|2.1009048421|2.7708118246
TerraneChron|Africa|2155|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.28174|0.000012|0.0010544|0.0437923|0.2817196279|-14.5646712217|0.4259246113|2.0979990103|2.75449109
TerraneChron|Africa|2159|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1025|20.5|NaN|0.281796|0.000011|0.000558802|0.0233038|0.2817852034|-12.2403760912|0.3903533052|1.9946078841|2.6062706553
TerraneChron|Africa|5340|0.06516|0.00197|1.20475|0.03601|0.1341|0.00224|0.03752|0.0034|779.5068763|65|802.776182958|16.2925499226|811.2127950952|12.718295666|744.4820625639|66.1240400256|-1.0509295513|811.2127950952|25.436591332|0.0499710393|0.282587|0.000012|0.00103433|0.030956|0.2825712155|10.8361831246|0.4246479845|0.9149870343|0.9693141692
TerraneChron|Africa|6293|0.06112|0.00087|0.87466|0.01302|0.10381|0.00123|0.03448|0.00106|643.4597845772|31|638.0944404185|7.0065841802|636.698350327|7.178968345|685.172006174|20.6998829268|0.2187905117|636.698350327|14.35793669|0.0579300202|0.281904|0.000012|0.000717269|0.0283141|0.2818954228|-16.9833927675|0.4256768262|1.854589056|2.6083843761
TerraneChron|Africa|6157|0.05967|0.00085|0.77735|0.0112|0.09448|0.00107|0.02996|0.00098|591.6289617136|32|583.9706462392|6.3628868405|581.978176501|6.2988593262|596.6643059321|19.222381699|0.3411934745|581.978176501|12.5977186524|0.0652090316|0.282059|0.0000099|0.000499344|0.0264856|0.2820535448|-12.5970580347|0.3509903956|1.6317808976|2.2863418687
TerraneChron|Africa|6009|0.12956|0.00167|6.83077|0.10384|0.38242|0.0052|0.10154|0.00262|2092.005300497|23|2089.7201044694|12.8103339407|2087.5783178443|24.1854857373|1954.7084531184|48.0116808521|0.2116143134|2092.005300497|46|0.0692186744|0.281515|0.0000093|0.000419057|0.0202656|0.2814983087|1.7296888135|0.3303553985|2.3683410332|2.5407202662
TerraneChron|Africa|6007|0.14134|0.0018|8.09716|0.11463|0.4155|0.00515|0.12911|0.0032|2243.6897698583|23|2241.9274781958|12.112782324|2240.0182147933|23.3937392482|2454.3650687535|57.191827641|0.1636391588|2243.6897698583|46|0.0700183958|0.281451|0.000011|0.000268702|0.0113563|0.2814395051|3.1200281876|0.3908317967|2.4452540476|2.5693851656
TerraneChron|Africa|6039|0.13367|0.00148|7.20118|0.07558|0.39073|0.00379|0.08176|0.00148|2146.7326211069|20|2136.6482676106|9.0207581118|2126.2129839809|17.5344804027|1588.4657778723|27.6327313025|0.9558543493|2146.7326211069|40|0.0919336206|0.281627|0.000013|0.00134956|0.0447545|0.2815718117|5.5958983643|0.4616034684|2.2714076087|2.336503076
TerraneChron|Africa|6313|0.06201|0.00094|0.92292|0.01377|0.10797|0.00119|0.03698|0.0012|674.4535718853|33|663.902994443|7.2215351991|660.9477011846|6.9195665144|733.9594271515|23.3756995363|0.4451393175|660.9477011846|13.8391330288|0.1157571104|0.28271|0.000015|0.000933939|0.0494106|0.2826984039|11.9927322078|0.5305790386|0.7391884263|0.7793319232
TerraneChron|Africa|5371|0.06459|0.00097|1.0947|0.01537|0.12294|0.00122|0.03799|0.00119|761.0091461782|32|750.7847337458|7.393763785|747.4633103107|6.9993336947|753.6361957741|23.1584619014|0.4423935765|747.4633103107|13.9986673894|0.1261093451|0.28262|0.000012|0.000800849|0.0291557|0.2826087457|10.7438317385|0.4245984007|0.863050776|0.9258936228
TerraneChron|Africa|6183|0.06|0.00072|0.8101|0.00953|0.09793|0.00099|0.03202|0.00064|603.5745894148|27|602.510120699|5.3205802796|602.2664868861|5.8098358351|637.0499588994|12.530463049|0.0404364681|602.2664868861|11.6196716702|0.1285922747|0.28188|0.0000067|0.000616377|0.0260092|0.2818730302|-18.5395968284|0.2376897971|1.8826128359|2.6809907831
TerraneChron|Africa|5396|0.05794|0.00075|0.67761|0.00853|0.08483|0.00086|0.02803|0.00056|527.4938089853|29|525.3288942319|5.1409362624|524.8882687437|5.1082046759|558.7539057411|11.0071494103|0.083876119|524.8882687437|10.2164093518|0.1397142433|0.282623|0.000018|NaN|0.00218016|0.2826225045|6.2827349109|0.6368908404|0.8421432737|1.0382177205
TerraneChron|Africa|6160|0.06145|0.0024|0.83127|0.03142|0.09817|0.00178|0.03233|0.00315|655.0227777709|86|614.3166118955|17.1533369157|603.6754750104|10.4395648555|643.1204322692|61.577646318|1.7321909711|603.6754750104|20.879129711|0.145784992|0.281659|0.000019|NaN|0.00161801|0.2816586341|-26.1004204802|0.6745745742|2.1519596805|3.164234787
TerraneChron|Africa|6292|0.06055|0.00083|0.8162|0.0108|0.09777|0.001|0.03073|0.00066|623.2864107613|30|605.9261880221|6.0055846134|601.3269903511|5.8693470601|611.7693596675|12.93808316|0.7590359621|601.3269903511|11.7386941202|0.1553993345|0.282304|0.000014|0.0006611|0.0263386|0.2822965362|-3.5635905575|0.4959192927|1.2999513839|1.7252433038
TerraneChron|Africa|6188|0.05968|0.00093|0.77692|0.01248|0.09443|0.00115|0.02874|0.00085|591.9922730274|35|583.7249616317|7.0872966357|581.6836731097|6.7698408151|572.7084876659|16.6933302933|0.3497003994|581.6836731097|13.5396816302|0.1636992821|0.282394|0.000011|NaN|0.00383826|0.2823931817|-0.5771844582|0.3895266897|1.1571820729|1.51960604
TerraneChron|Africa|6078|0.13833|0.00189|7.58026|0.1093|0.39746|0.00475|0.11938|0.00337|2206.4039607573|24|2182.5295385805|12.2752524226|2157.3331384189|21.8596405115|2279.4332612673|60.7485329225|2.2240180498|2206.4039607573|48|0.1648383856|0.281567|0.000013|0.00119331|0.0486679|0.2815168168|5.0111824921|0.461701833|2.3448971027|2.4199458227
TerraneChron|Africa|6069|0.13274|0.00155|7.13057|0.08441|0.38964|0.00418|0.11203|0.00227|2134.5268423692|21|2127.8682355721|10.1201566828|2121.1585546651|19.3502278032|2146.2794114552|41.2127023031|0.6262881046|2134.5268423692|42|0.1685117292|0.281578|0.0000096|0.000641364|0.020601|0.2815519245|4.6092728533|0.3409357265|2.296342791|2.3899791537
TerraneChron|Africa|6067|0.13291|0.00166|7.16224|0.09308|0.39089|0.00449|0.10913|0.00258|2136.7656215892|22|2131.8156481789|11.0715296372|2126.9545851128|20.7634057007|2093.5002369148|46.9560776557|0.4591536094|2136.7656215892|44|0.1689972683|0.281591|0.000011|0.000647312|0.0207461|0.2815646545|5.112960893|0.3906374849|2.2790031684|2.359590619
TerraneChron|Africa|6361|0.06094|0.00096|0.82956|0.01193|0.09874|0.00095|0.03053|0.00103|637.1169392437|35|613.3680263849|6.5818187276|607.0205880703|5.5710963191|607.8470541919|20.1914364745|1.0348498848|607.0205880703|11.1421926382|0.1713289905|0.282604|0.000011|0.000907036|0.0344024|0.282593662|7.0844470045|0.3892372366|0.8879923538|1.0506212932
TerraneChron|Africa|5893|0.1337|0.00265|6.44137|0.12298|0.34932|0.0041|0.09883|0.005|2147.124666096|35|2037.929605197|15.8263979502|1931.3506001309|19.5478194048|1904.9212203761|91.7424243664|10.0494428373|2147.124666096|70|0.1718145834|0.281588|0.000019|0.000967769|0.0315703|0.2815484171|4.7735689121|0.6747446624|2.3022418976|2.3892463168
TerraneChron|Africa|6267|0.12314|0.00134|5.85517|0.06297|0.34488|0.0035|0.0978|0.00165|2002.2132619447|20|1954.6155375166|9.0451837035|1910.1033988246|16.7472616437|1885.9661876433|30.3540655757|4.6004022084|2002.2132619447|40|0.1736334446|0.281574|0.0000079|0.000152182|0.00815095|0.2815682036|2.1580755379|0.2805656772|2.2729268652|2.4439484794
TerraneChron|Africa|6070|0.13319|0.00164|7.12888|0.091|0.38825|0.0044|0.11402|0.00258|2140.4455752834|22|2127.6571586456|10.8790496803|2114.7072434461|20.3868204962|2182.4172746902|46.7499635647|1.2024754161|2140.4455752834|44|0.1775277182|0.281617|0.000012|0.00155065|0.0490936|0.2815537779|4.8108674838|0.4261106396|2.2975018446|2.3817015527
TerraneChron|Africa|5954|0.1302|0.00194|6.90205|0.10033|0.38455|0.00431|0.10842|0.00369|2100.6628177859|12|2098.9208706719|12.2855348434|2097.5031561476|20.0240814656|2080.5574102339|67.1639401166|0.1504126037|2100.6628177859|24|0.1811354925|0.281532|0.00001|0.000424123|0.0145082|0.2815150357|2.5223294268|0.3551994089|2.3456777934|2.4968700602
TerraneChron|Africa|5365|0.072|0.00114|1.60367|0.02482|0.16155|0.00178|0.05041|0.00141|985.9405279094|33|971.6423701122|9.5611707844|965.3848192415|9.8699297812|994.0487952283|27.1124312814|0.6440179086|965.3848192415|19.7398595624|0.1910297365|0.282453|0.000013|0.000320185|0.0106526|0.2824471767|9.8873611049|0.4602535643|1.0832003579|1.1490716328
TerraneChron|Africa|6037|0.13523|0.00143|7.45363|0.07161|0.3998|0.00365|0.11097|0.00147|2166.9809081791|19|2167.4325378711|8.3072143144|2168.1184159439|16.778521784|2127.0036906042|26.7245369552|-0.0524927451|2166.9809081791|38|0.1976414835|0.281592|0.0000099|0.00103427|0.0412914|0.281549298|5.2604367451|0.3515724879|2.3007580495|2.3735573973
TerraneChron|Africa|5907|0.13198|0.00179|7.07676|0.10309|0.38894|0.00475|0.11398|0.00327|2124.4761112687|24|2121.1258587764|12.3347290222|2117.9104998868|21.9937313557|2181.6915214263|59.2345986428|0.3090461383|2124.4761112687|48|0.2022953661|0.281614|0.00001|0.00201589|0.0731822|0.2815324349|3.6862988753|0.3550959824|2.3305211922|2.4410630843
TerraneChron|Africa|5866|0.13076|0.00215|6.9697|0.12332|0.38662|0.00526|0.11248|0.00454|2108.1964396737|30|2107.5766369897|14.8157972953|2107.1338030144|24.3897186568|2154.456945297|82.2988656602|0.0504050116|2108.1964396737|60|0.2024024255|0.281583|0.000012|0.000603797|0.0169754|0.2815587606|4.2485630266|0.4261620908|2.2873085805|2.3926152499
TerraneChron|Africa|5876|0.13038|0.00145|6.92058|0.07904|0.385|0.00411|0.11155|0.002|2103.0885635323|20|2101.2991170922|9.7520601824|2099.5979992864|19.0905879261|2137.553060452|36.3313266683|0.1659732408|2103.0885635323|40|0.2052037272|0.281659|0.000016|0.000656495|0.0260143|0.2816327102|6.7590273031|0.5680627993|2.1868753762|2.22857189
TerraneChron|Africa|6040|0.13647|0.00156|7.55317|0.0831|0.40144|0.00401|0.10729|0.00191|2182.8780261904|20|2179.3186520465|9.4766370205|2175.6665878011|18.4085151844|2059.9411562385|34.8314669179|0.3303637813|2182.8780261904|40|0.2109406|0.281558|0.000011|0.000976243|0.0318919|0.281517392|4.4914532647|0.3906832695|2.3439176107|2.4348918326
TerraneChron|Africa|6012|0.14004|0.00275|7.31864|0.15498|0.3791|0.0058|0.11151|0.00506|2227.7030862368|35|2151.0877594896|17.5869450651|2072.0780821799|27.032986014|2136.8256944466|91.7814435767|6.9858952487|2227.7030862368|70|0.2133019085|0.281559|0.000015|0.000876192|0.0303121|0.2815217897|5.6772222941|0.5327480208|2.3364267034|2.393947157
TerraneChron|Africa|6077|0.13729|0.00207|7.70024|0.10367|0.4071|0.00379|0.1007|0.00336|2193.2964194641|27|2196.6295491567|11.5121410136|2201.6493074106|17.3304867675|1939.289359216|61.596482565|-0.3808371669|2193.2964194641|54|0.2149229659|0.281601|0.000014|0.000998996|0.0363506|0.2815592432|6.2179611061|0.4971573254|2.2862673208|2.3328508853
TerraneChron|Africa|5506|0.06667|0.00082|1.27237|0.01722|0.13843|0.00166|0.04565|0.00097|827.4816756474|26|833.4501088619|7.6290645713|835.7783737122|9.3920359529|902.247632509|18.7408395237|-0.2793526362|835.7783737122|18.7840719058|0.2205630331|0.282508|0.0000093|0.000406069|0.011752|0.282501614|8.9186632279|0.3291942175|1.0095004697|1.1105958344
TerraneChron|Africa|5406|0.06481|0.00094|1.08809|0.01734|0.12178|0.00159|0.04137|0.0012|768.1744361399|31|747.5755420011|8.3597132753|740.8007055165|9.1298281186|819.3462143918|23.2771569232|0.9062410558|740.8007055165|18.2596562372|0.2249830153|0.282672|0.000012|0.00276525|0.11361|0.2826334888|11.4717938252|0.4245202921|0.8332884951|0.8743179582
TerraneChron|Africa|5889|0.13987|0.00331|7.52636|0.16379|0.39033|0.00458|0.10955|0.00692|2225.5994981635|42|2176.1309247476|18.0634235155|2124.3586078146|21.1871795948|2101.1526572986|125.6247092664|4.5489267244|2225.5994981635|84|0.2257969518|0.281326|0.000012|0.000548753|0.0188088|0.2813027179|-2.1571931962|0.426551403|2.6318303203|2.8919211741
TerraneChron|Africa|6154|0.06414|0.00229|1.07821|0.03713|0.12194|0.00191|0.04115|0.00258|746.2504235655|77|742.7597565936|17.8124960117|741.7200949865|10.9639619384|815.075724539|50.0219895407|0.1399727971|741.7200949865|21.9279238768|0.2273668761|0.282668|0.0000071|0.000342289|0.0127127|0.282663227|12.5456774525|0.2511780605|0.7861121395|0.8065474789
TerraneChron|Africa|5888|0.12917|0.00182|6.78735|0.09725|0.38113|0.00441|0.10929|0.00333|2086.704458822|25|2084.0743486732|12.1009978199|2081.5600624127|20.5383888385|2096.4157863142|60.5746946627|0.2465321041|2086.704458822|50|0.2273911043|0.281651|0.000011|0.000770668|0.0274988|0.2816203832|5.9455774115|0.3905542675|2.2043272697|2.2677726413
TerraneChron|Africa|6175|0.06158|0.00081|0.91246|0.01213|0.10747|0.00117|0.03373|0.0008|659.5548111325|29|658.3645950827|6.401438415|658.0379341444|6.8064108133|670.5127868847|15.6359187147|0.0496170269|658.0379341444|13.6128216266|0.2278592735|0.282727|0.00001|0.00135232|0.0669688|0.2827102835|12.3487110942|0.3536980904|0.7232155594|0.7543804437
TerraneChron|Africa|5400|0.06443|0.00068|1.10031|0.01168|0.12386|0.00127|0.03948|0.00051|755.7774459292|23|753.5004852337|5.6139085151|752.7425531263|7.2800452885|782.6293706235|9.914196306|0.1005881379|752.7425531263|14.560090577|0.2360896543|0.282585|0.0000078|0.000786161|0.0262962|0.2825738735|9.6262295122|0.2760231435|0.9117971407|1.0012466403
TerraneChron|Africa|5930|0.13158|0.00175|7.05587|0.08602|0.389|0.00376|0.11105|0.003|2119.1584190213|24|2118.4962362241|10.4009922612|2118.1889687169|17.4176118185|2128.4591034921|54.4943176891|0.0457469482|2119.1584190213|48|0.2379713005|0.281665|0.000019|0.000533641|0.0195264|0.2816434634|7.5095273575|0.6745602045|2.1717551711|2.1931423838
TerraneChron|Africa|6278|0.06897|0.00094|1.33478|0.01874|0.14038|0.00162|0.04186|0.00117|897.8430100658|29|860.961230915|8.0744995684|846.8108957068|9.1502316026|828.8545184175|22.6848940812|1.6435508011|846.8108957068|18.3004632052|0.2380720759|0.282169|0.0000087|0.000884691|0.0479367|0.2821549019|-3.1191648153|0.3083258615|1.495611167|1.886782406
TerraneChron|Africa|6319|0.06732|0.00158|1.18089|0.02437|0.12723|0.00144|0.03878|0.00047|847.6894130949|50|791.7277254075|11.2101845563|772.0438089829|8.2291628056|769.0135954907|9.1429519299|2.4861976906|772.0438089829|16.4583256112|0.2416780521|0.282629|0.000015|0.000640235|0.0275658|0.2826197048|11.6800826664|0.5307310998|0.8468245348|0.8852016982
TerraneChron|Africa|5330|0.05164|0.00098|0.1747|0.00284|0.02453|0.00024|0.00771|0.00008|269.5017592501|45|163.4896642613|2.4513499369|156.2222133438|1.5099155483|155.23860219|1.6045425729|4.4452051145|156.2222133438|3.0198310966|0.2418158998|0.282598|0.000008|0.00487639|0.133611|0.2825837564|-3.2287543421|0.2830876369|1.0017325009|1.3596052138
TerraneChron|Africa|6153|0.06498|0.0017|1.13238|0.02881|0.1264|0.00174|0.03936|0.00189|773.6889708607|56|768.8873704819|13.5246608095|767.2954483265|9.9494082034|780.2958890564|36.719767014|0.2070423077|767.2954483265|19.8988164068|0.2424743507|0.282656|0.0000084|0.000647284|0.0235287|0.2826466607|12.5290780696|0.2971810257|0.809216805|0.8273883871
TerraneChron|Africa|5431|0.06573|0.00093|1.16796|0.01667|0.12888|0.00145|0.04077|0.00099|797.789348868|30|785.689834211|7.7431789345|781.4729461232|8.2741569653|807.6972980129|19.2167411091|0.53671155|781.4729461232|16.5483139306|0.2494222039|0.282608|0.000019|0.00126065|0.0415338|0.2825894722|10.8193988747|0.6723093472|0.8907068782|0.9473809277
TerraneChron|Africa|6046|0.13745|0.00197|7.64581|0.10399|0.40347|0.00429|0.11871|0.00331|2195.3206397067|25|2190.2572072133|11.6186625649|2184.9975275278|19.6626687621|2267.3316983888|59.7044775906|0.4702325479|2195.3206397067|50|0.250366484|0.28159|0.0000075|0.00144838|0.0381379|0.2815294024|5.203942402|0.2663446855|2.3288010515|2.3990806374
TerraneChron|Africa|6189|0.06463|0.00168|1.11594|0.02731|0.12524|0.00146|0.04018|0.00157|762.3143568903|56|761.0287436732|12.9295785159|760.6533198221|8.3581287527|796.2359797933|30.4834875374|0.0493311001|760.6533198221|16.7162575054|0.2557355238|0.282699|0.0000094|0.000751597|0.032825|0.2826882501|13.8542066541|0.3325091352|0.7510812086|0.7377472188
TerraneChron|Africa|5455|0.06657|0.00119|1.25194|0.01882|0.13639|0.00134|0.04162|0.00042|824.3495180834|38|824.2799075377|8.4069350676|824.2164141226|7.5963468338|824.1979487965|8.1482245999|0.0077028949|824.2164141226|15.1926936676|0.2568486326|0.282452|0.0000098|0.000864518|0.0260246|0.2824385938|6.4278415841|0.3469616076|1.1001675073|1.2604925762
TerraneChron|Africa|6170|0.06485|0.00253|1.11881|0.04231|0.12513|0.002|0.04214|0.00241|769.4737152317|84|762.4050467886|19.8587265686|760.0231074031|11.4475240199|834.2858274247|46.6855386557|0.312424399|760.0231074031|22.8950480398|0.2568750304|0.282665|0.0000079|0.000663684|0.0232537|0.2826555154|12.6805708123|0.27948278|0.7969666864|0.8121025791
TerraneChron|Africa|5409|0.06632|0.00076|1.22967|0.01393|0.13449|0.00138|0.04393|0.00074|816.4916240173|25|814.1885489758|6.299890299|813.4292392793|7.8360487418|868.9729642057|14.3223373552|0.0932596875|813.4292392793|15.6720974836|0.257274493|0.282639|0.000025|0.00147443|0.0590325|0.2826164373|12.4877653738|0.8845205368|0.8515327657|0.8657070785
TerraneChron|Africa|5980|0.13177|0.00211|6.89189|0.08868|0.37934|0.00363|0.10772|0.00102|2121.6867298848|29|2097.6145097203|10.9318539647|2073.199831725|16.9342686404|2067.7887581187|18.6021428784|2.285299591|2121.6867298848|58|0.2581785163|0.281514|0.000011|0.00106666|0.0374631|0.2814708996|1.4358362565|0.3907443324|2.4099362791|2.5824176477
TerraneChron|Africa|5960|0.13579|0.0016|7.48023|0.07941|0.39958|0.00365|0.12912|0.00264|2174.181671591|8|2170.6225029979|9.1495260575|2167.1051836404|16.7811592001|2454.5440782291|47.1960209007|0.3254782267|2174.181671591|16|0.2588911169|0.281539|0.000016|0.000762076|0.026834|0.2815074294|3.9378122899|0.568304924|2.3567629194|2.4634709775
