Database|Continent|Sample_ID|Pb207_Pb206|Pb207_Pb206_2sigma|Pb207_U235|Pb207_U235_2sigma|Pb206_U238|Pb206_U238_2sigma|Pb208_Th232|Pb208_Th232_2sigma|Age_Pb206_Pb207|Age_Pb206_Pb207_2sigma|Age_Pb207_U235|Age_Pb207_U235_2sigma|Age_Pb206_U238|Age_Pb206_U238_2sigma|Age_Pb208_Th232|Age_Pb208_Th232_2sigma|Discordance|Age|Age_2sigma|Th_U|Hf176_Hf177|Hf176_Hf177_2sigma|Lu176_Hf177|Yb176_Hf177|Hf176_Hf177_initial|eHf_initial|eHf_initial_2sigma|Tdm|Tdm_Crustal
TerraneChron|Africa|12041|0.06119|0.00138|0.73778|0.01614|0.08746|0.00174|0.03112|0.00092|645.9196051054|50|561.1092415622|9.3927363544|540.4976741018|10.3101578118|619.415666789|18.0298845236|3.6733608955|540.4976741018|10.3101578118|0.2932702493|0.281748|0.000013|0.000212931|0.00869547|0.2817458404|-24.4105220923|0.4614052274|2.0417751618|3.0076022631
TerraneChron|Africa|12043|0.05939|0.0013|0.73122|0.01468|0.08931|0.00164|0.02852|0.0007|581.4223864193|48|557.2689874433|8.5785660242|551.4550734672|9.7013587114|568.3855627419|13.753825359|1.043286834|551.4550734672|9.7013587114|1.1960555597|0.281685|0.0000084|0.000659579|0.0282266|0.2816781741|-26.5640441895|0.2982054422|2.1515723449|3.1534079667
TerraneChron|Africa|12045|0.05985|0.00142|0.75704|0.01676|0.09174|0.00174|0.02879|0.0008|598.1558906601|52|572.3009341771|9.6451481898|565.8195244831|10.2697384122|573.690841673|15.7141395466|1.1325177554|565.8195244831|10.2697384122|1.2542579217|0.281745|0.0000067|0.000137323|0.00552763|0.2817435417|-23.9317640611|0.2378036877|2.0418590611|2.9966581176
TerraneChron|Africa|12047|0.16919|0.0038|10.15906|0.19904|0.43553|0.00762|0.12252|0.00404|2549.6457449427|38|2449.3595207544|17.2654629396|2330.5986720528|34.1534738268|2336.0516997975|72.6713463002|8.5912748202|2549.6457449427|38|0.6301389644|0.281186|0.0000094|0.00107393|0.0495575|0.2811336426|-0.7026817194|0.3342982937|2.8590269602|3.0498144958
TerraneChron|Africa|12048|0.16115|0.00596|9.31425|0.28978|0.4192|0.00834|0.11672|0.00238|2467.7622038737|64|2369.4231956477|26.6408166072|2256.8466241623|37.8039098668|2231.3454719023|43.0515292446|8.5468356465|2467.7622038737|64|0.7580225435|0.281309|0.00001|0.000350382|0.0159058|0.2812924791|3.0543934701|0.3554809835|2.6412347265|2.746889223
TerraneChron|Africa|12051|0.06492|0.00204|1.11706|0.03234|0.1248|0.00244|0.0384|0.00148|771.7448728403|68|761.5660595466|15.3868216208|758.1321003982|13.9755188106|761.6183318381|28.7972219476|0.4509075878|758.1321003982|13.9755188106|1.4371630196|0.28172|0.0000078|0.000756796|0.0326008|0.2817092119|-20.8829487016|0.2768706517|2.1091100268|2.9509874761
TerraneChron|Africa|12053|0.05804|0.00142|0.68891|0.01508|0.0861|0.00156|0.02704|0.00076|531.2721756713|54|532.1453525287|9.0321798266|532.4306095333|9.2555806684|539.28001175|14.9540190022|-0.0536050918|532.4306095333|9.2555806684|1.4339687582|0.281811|0.0000085|0.000876617|0.037675|0.2818022426|-22.5919500117|0.3016205897|1.9905572558|2.8853919961
TerraneChron|Africa|12054|0.14858|0.00894|7.8285|0.42526|0.38213|0.00988|0.10724|0.0027|2329.647486509|106|2211.4891859275|44.3466675718|2086.2258661833|45.968015011|2059.028446616|49.254193317|10.4488606854|2329.647486509|106|0.8654387315|0.281309|0.000011|0.00137689|0.0644052|0.2812477914|-1.7180081149|0.3910290819|2.7127309999|2.9443947385
TerraneChron|Africa|12055|0.15311|0.0081|8.29896|0.39506|0.39311|0.00908|0.11|0.00244|2380.9529888699|92|2264.2052758786|39.3665675122|2137.2355064617|41.9212916816|2109.3484653713|44.4034034744|10.2361316476|2380.9529888699|92|1.1341375804|0.281174|0.0000076|0.000423325|0.0185117|0.2811547577|-3.8444303376|0.270295262|2.8273283653|3.1196812691
TerraneChron|Africa|12056|0.18196|0.00424|11.76647|0.27702|0.46904|0.00994|0.1337|0.00538|2670.8161050837|40|2586.0001042799|20.6346602682|2479.3497258907|43.5104900948|2536.3642251928|95.7888267064|7.1688342312|2670.8161050837|40|0.6414163568|0.280988|0.0000092|0.000599982|0.029366|0.280957324|-4.1703262161|0.3274161174|3.089882157|3.364670848
TerraneChron|Africa|12057|0.17768|0.008|11.66461|0.45062|0.47614|0.01106|0.13133|0.00308|2631.333897759|76|2577.8661618054|32.5820716752|2510.4307663415|48.1667914186|2494.066331756|54.9846440052|4.5947468514|2631.333897759|76|0.7179698872|0.281001|0.0000096|0.000575045|0.0284867|0.2809720443|-4.5610580088|0.3416357949|3.0704989229|3.3590486139
TerraneChron|Africa|12059|0.06496|0.00164|1.03717|0.02384|0.11581|0.00216|0.03925|0.00122|773.0412053405|54|722.507579657|11.812267114|706.4019246977|12.4723214034|778.156627602|23.7203759756|2.2291330102|706.4019246977|12.4723214034|0.7741164749|0.282128|0.000013|0.00131715|0.0626175|0.2821105137|-7.8180237046|0.4607837577|1.5704414215|2.0778235097
TerraneChron|Africa|12061|0.16367|0.0036|10.38465|0.20456|0.46019|0.0083|0.13061|0.00406|2493.9312249567|38|2469.6816335873|17.3705428606|2440.3968685864|36.5668307242|2481.198788905|72.5081745924|2.1465851117|2493.9312249567|38|0.8696675635|0.281281|0.0000094|0.000397305|0.0187343|0.2812620634|2.5771031009|0.3341853876|2.682015767|2.7975676201
TerraneChron|Africa|12062|0.18106|0.00408|12.14577|0.26546|0.48656|0.00976|0.13647|0.00438|2662.6036355495|38|2615.7283178881|19.2530141882|2555.7758318186|42.220954791|2585.6890779116|77.8135470496|4.0121557075|2662.6036355495|38|0.5079239779|0.281321|0.0000082|0.00113162|0.0554139|0.2812633246|6.5260118922|0.2914819726|2.6788754449|2.6762124588
TerraneChron|Africa|12068|0.16896|0.00362|10.67631|0.21566|0.45832|0.00874|0.12856|0.00362|2547.3668464954|36|2495.3668099993|17.8101506408|2432.1359435457|38.5504627952|2444.5171052877|64.7746945788|4.523529978|2547.3668464954|36|0.1825766265|0.28124|0.000013|0.000498133|0.0243837|0.2812157367|2.164520642|0.4622386574|2.7441246527|2.8652101228
TerraneChron|Africa|12071|0.16749|0.00362|10.04877|0.19994|0.43517|0.0081|0.12295|0.00356|2532.71584352|38|2439.2741123531|17.5130170568|2328.9818475029|36.3096373202|2343.7928482586|64.0202756724|8.0440921368|2532.71584352|38|0.3204653036|0.281375|0.0000086|0.000709425|0.0317194|0.2813406485|6.2684307095|0.3056419369|2.5763872201|2.5921710881
TerraneChron|Africa|12072|0.23681|0.00558|19.50821|0.46216|0.59752|0.01254|0.16402|0.00686|3098.6559273622|38|3067.2948101492|20.5858867296|3019.8383674649|50.4442266618|3069.823775487|118.9143093144|2.5436047675|3098.6559273622|38|0.6612294628|0.281178|0.000013|0.00256998|0.115648|0.281024937|8.2004717451|0.4623405814|2.9866226019|2.9067155858
TerraneChron|Africa|12073|0.16443|0.0039|10.09118|0.24446|0.44513|0.00954|0.12951|0.00554|2501.7311699292|40|2443.1641345038|21.1143839858|2373.5650792308|42.4547144154|2461.5242114546|98.9995172402|5.123096048|2501.7311699292|40|0.3979462982|0.281192|0.000008|0.000831829|0.0346092|0.2811522259|-1.1489429026|0.2845031153|2.8329375505|3.0412109942
TerraneChron|Africa|12074|0.0549|0.00176|0.48837|0.01266|0.06452|0.00124|0.02013|0.00046|408.1528338016|74|403.7991180536|8.6095762836|403.0555573786|7.5067416376|402.8311299724|9.1131091138|0.184141233|403.0555573786|7.5067416376|0.0614454024|0.281885|0.0000071|0.00133699|0.0520747|0.2818749011|-22.8770398281|0.2518757649|1.9116325137|2.8035014534
TerraneChron|Africa|2164|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281657|0.000018|0.00441659|0.167849|0.2815417298|-12.9040033552|0.6390751872|2.4267831799|2.9231803277
TerraneChron|Africa|2167|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281596|0.00001|0.000970513|0.041291|0.2815706702|-11.8774018831|0.3551186807|2.2914262856|2.8577138925
TerraneChron|Africa|2165|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281612|0.0000099|0.00129582|0.0602029|0.2815781799|-11.6110115433|0.3515475193|2.2889597507|2.8407261652
TerraneChron|Africa|2170|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281624|0.0000099|0.00143404|0.0685451|0.2815865725|-11.3133038294|0.3515325398|2.2806671435|2.821741327
TerraneChron|Africa|2166|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281659|0.0000087|0.00122117|0.0572764|0.2816271282|-9.8746737169|0.3088841471|2.2194513636|2.7299998017
TerraneChron|Africa|2172|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281778|0.000015|0.00268897|0.103819|0.2817078196|-7.0123196535|0.532333965|2.1374031446|2.5474673177
TerraneChron|Africa|2171|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281988|0.00003|0.00356496|0.189962|0.2818949568|-0.3740239505|1.0638750585|1.8788680499|2.1241428173
TerraneChron|Africa|2175|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281461|0.000016|0.000896122|0.0422725|0.2814272709|-3.3785829403|0.5684624158|2.4716236859|2.7790662076
TerraneChron|Africa|2180|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281518|0.00001|0.00153337|0.0708974|0.2814602855|-2.2058652144|0.3552170732|2.4342376281|2.7042819305
TerraneChron|Africa|2179|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281526|0.000011|0.00171376|0.0791009|0.2814614958|-2.1628738669|0.390727677|2.4347787384|2.7015403698
TerraneChron|Africa|2185|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281519|0.00001|0.00142937|0.0678108|0.2814652|-2.0312981048|0.3552158114|2.4261481927|2.6931497758
TerraneChron|Africa|2176|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281517|0.000014|0.00136415|0.0688054|0.2814656548|-2.0151425547|0.4973056689|2.4247336341|2.6921195355
TerraneChron|Africa|2183|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281536|0.000015|0.00162107|0.0769508|0.2814749846|-1.6837376193|0.5327915435|2.4148353017|2.6709858236
TerraneChron|Africa|2178|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281542|0.000011|0.00147854|0.0706887|0.2814863492|-1.2800508872|0.390705472|2.3973750967|2.6452426974
TerraneChron|Africa|2181|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281554|0.000015|0.0013912|0.0690106|0.2815016366|-0.7370251765|0.5327574817|2.3752028231|2.6106139164
TerraneChron|Africa|2174|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281545|0.0000066|0.00110514|0.0516422|0.2815034036|-0.6742589651|0.2344207853|2.3697403901|2.6066113115
TerraneChron|Africa|2184|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281563|0.000011|0.00142708|0.0609389|0.2815092862|-0.4653056456|0.3906763318|2.3649711678|2.5932863463
TerraneChron|Africa|2182|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281627|0.0000097|0.00211785|0.0968417|0.2815472863|0.8845022961|0.3444272034|2.3185391809|2.5072090158
TerraneChron|Africa|2177|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1979|39.58|NaN|0.281807|0.000017|0.00170355|0.0830748|0.2817428801|7.832220965|0.6032497418|2.0402547574|2.064152595
TerraneChron|Africa|2189|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281616|0.0000087|0.000803393|0.035533|0.2815951397|-11.1671437295|0.3089313107|2.2540970975|2.8070062359
TerraneChron|Africa|2191|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281632|0.000012|0.00121568|0.053396|0.2816004345|-10.9793230842|0.4260879446|2.2564767665|2.7950289025
TerraneChron|Africa|2193|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281627|0.0000077|0.000945761|0.0414919|0.281602443|-10.9080760957|0.2734112851|2.2473963363|2.7904854779
TerraneChron|Africa|2187|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281639|0.0000095|0.000964286|0.0431748|0.281613962|-10.4994706879|0.3373112389|2.2320005581|2.7644286875
TerraneChron|Africa|2194|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281661|0.0000078|0.0014302|0.0658537|0.2816238645|-10.1482092109|0.2769286483|2.2289749013|2.7420287228
TerraneChron|Africa|2186|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281661|0.0000066|0.00118088|0.0532708|0.2816303381|-9.9185733088|0.2343242408|2.2143299387|2.727384828
TerraneChron|Africa|2192|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281675|0.0000077|0.00120496|0.0546446|0.2816437129|-9.4441396878|0.2733646934|2.1963650911|2.6971301686
TerraneChron|Africa|2195|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281702|0.0000096|0.00166383|0.072811|0.2816587982|-8.9090287435|0.3407856529|2.1854453317|2.6630061128
TerraneChron|Africa|2188|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281758|0.000012|0.00114323|0.0485456|0.2817283157|-6.4430807959|0.4258974013|2.0779925024|2.5057524697
TerraneChron|Africa|2190|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1373|27.46|NaN|0.281764|0.00001|0.000618367|0.0270231|0.2817479439|-5.7468224084|0.3549069434|2.0414384355|2.4613520321
TerraneChron|Africa|2196|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281644|0.000031|0.00153008|0.0587934|0.2816040659|-10.6927619861|1.1006802914|2.2586077656|2.7821693378
TerraneChron|Africa|2202|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281746|0.000025|0.00266032|0.128312|0.2816765673|-8.1209270696|0.8873240436|2.1818436059|2.6181632767
TerraneChron|Africa|2205|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281723|0.000014|0.00157502|0.0776687|0.281681893|-7.9320108182|0.4969420317|2.1509032205|2.6061160764
TerraneChron|Africa|2197|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281722|0.000013|0.00109824|0.0498278|0.2816933366|-7.5260712186|0.4614478103|2.1252973558|2.5802292847
TerraneChron|Africa|2206|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281727|0.000015|0.0011954|0.0562013|0.2816958008|-7.4386594939|0.5324303315|2.123818802|2.5746550339
TerraneChron|Africa|2201|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281792|0.000015|0.00202188|0.0912965|0.2817392302|-5.8980940417|0.5323075176|2.0790675651|2.4764130861
TerraneChron|Africa|2204|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281827|0.000011|0.00248083|0.128976|0.2817622519|-5.0814483497|0.3903103677|2.0548828259|2.4243355431
TerraneChron|Africa|2203|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281828|0.000014|0.00193352|0.0942046|0.2817775363|-4.5392649025|0.4967568872|2.0231630949|2.3897604734
TerraneChron|Africa|2200|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1380|27.6|NaN|0.281872|0.000015|0.00278758|0.13066|0.2817992459|-3.7691640472|0.5321564398|2.0070306157|2.3406510973
TerraneChron|Africa|2209|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.281384|0.00002|0.00135203|0.0802677|0.2813588548|-28.2004187768|0.7107724675|2.6076465984|3.5946507536
TerraneChron|Africa|2212|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.281598|0.00001|0.000612525|0.0258975|0.2815866082|-20.1284805779|0.3551161585|2.2674249394|3.0799027884
TerraneChron|Africa|2211|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.281708|0.000015|0.000858869|0.0446625|0.2816920267|-16.39228467|0.5324662416|2.1312156992|2.8416453596
TerraneChron|Africa|2208|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.28174|0.00001|0.00147987|0.0670729|0.2817124772|-15.6674851123|0.3549371761|2.1217334647|2.7954248499
TerraneChron|Africa|2215|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.281941|0.000015|0.000591101|0.0265271|0.2819300066|-7.9579004698|0.5320262041|1.7977748179|2.3037841919
TerraneChron|Africa|2214|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.281975|0.000013|0.00194837|0.100286|0.281938764|-7.6475263071|0.4610337796|1.8153125431|2.2839916136
TerraneChron|Africa|2207|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.282017|0.000027|0.00315307|0.179694|0.2819583588|-6.9530542487|0.9573890936|1.8146202335|2.2397050903
TerraneChron|Africa|2213|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.281986|0.00001|0.00127708|0.0681805|0.2819622487|-6.8151905271|0.3546275347|1.7676138806|2.2309135128
TerraneChron|Africa|2216|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|987|19.74|NaN|0.282068|0.00002|0.00218685|0.109718|0.2820273287|-4.5086535625|0.7090488818|1.6938048744|2.0838255174
TerraneChron|Africa|2120|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1664|33.28|NaN|0.281652|0.0000083|0.000596339|0.0267161|0.2816331828|-3.2374918391|0.294689901|2.1929937692|2.5264184287
TerraneChron|Africa|2118|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1664|33.28|NaN|0.281665|0.0000085|0.000533469|0.0239831|0.2816481667|-2.7056305096|0.3017769336|2.1717454919|2.492501601
TerraneChron|Africa|2116|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1664|33.28|NaN|0.281751|0.000011|0.00275039|0.115877|0.2816642128|-2.1360602244|0.3904156507|2.1800305685|2.456180071
TerraneChron|Africa|2114|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1664|33.28|NaN|0.281705|0.0000096|0.00116321|0.0554924|0.2816682955|-1.9911434669|0.3407820237|2.152461387|2.446938721
TerraneChron|Africa|2115|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1664|33.28|NaN|0.281691|0.000013|0.000662392|0.03121|0.2816700986|-1.9271427057|0.4614985924|2.1435385017|2.4428573888
TerraneChron|Africa|2121|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1664|33.28|NaN|0.281709|0.000011|0.00108301|0.0516738|0.2816748262|-1.7593328582|0.3904738578|2.1423986268|2.4321561451
TerraneChron|Africa|2119|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1664|33.28|NaN|0.281696|0.00001|0.000666648|0.030818|0.2816749643|-1.7544312104|0.3549926162|2.1369480612|2.4318435667
TerraneChron|Africa|2117|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1664|33.28|NaN|0.281727|0.000014|0.00100895|0.0481485|0.2816951631|-1.0374597676|0.4969349761|2.1134218033|2.3861222564
TerraneChron|Africa|2126|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281718|0.0000072|0.00100192|0.0474265|0.2816866165|-1.6131068368|0.2555747237|2.1254368993|2.4135493836
TerraneChron|Africa|2128|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281778|0.0000086|0.0015939|0.0759326|0.2817280736|-0.141596342|0.3052048066|2.0749478641|2.3197110743
TerraneChron|Africa|2129|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281767|0.000014|0.00120904|0.0587974|0.2817291287|-0.1041449092|0.4968644305|2.0691189702|2.3173227943
TerraneChron|Africa|2127|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281807|0.000028|0.00158159|0.0802151|0.2817574592|0.9014369166|0.9935878101|2.0336148461|2.2531967832
TerraneChron|Africa|2132|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281825|0.000011|0.0017649|0.0848407|0.2817697173|1.3365349274|0.3903131376|2.0182418891|2.2254505579
TerraneChron|Africa|2124|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281829|0.0000081|0.00176089|0.0810061|0.2817738429|1.482972178|0.2874083221|2.0123861583|2.216112246
TerraneChron|Africa|2130|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281835|0.000013|0.00181623|0.0901781|0.2817781095|1.6344126118|0.4612627956|2.006906016|2.2064548808
TerraneChron|Africa|2125|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281846|0.0000084|0.00144733|0.0669831|0.2818006647|2.4350032552|0.2980350972|1.9718286547|2.1554011692
TerraneChron|Africa|2123|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.281932|0.0000093|0.0039119|0.181492|0.281809466|2.7474017576|0.3298667764|1.981453186|2.1354794987
TerraneChron|Africa|2131|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.28203|0.000012|0.0017795|0.0893953|0.28197426|8.5967195218|0.4254866504|1.7291407933|1.7624681669
TerraneChron|Africa|2133|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1652|33.04|NaN|0.282027|0.000013|0.00115856|0.0473831|0.28199071|9.1806061062|0.4609487744|1.7049127916|1.7252336857
